Code,Title,Dept,Level,A,B,C,D,F,FX,Pass,Not pass,IP,W,Total,#VALUE!,Gender,Semester,Year,teacher_id
IRN 316,Foreign Language of Specialization - II (Asia Chineese),LAW,0.0,2.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,18.2%   54.5%   18.2%   0%   9.1%,0,1,2021,100
IRN 345,Quantitative Research Methods,LAW,0.0,13.0,11.0,13.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,51.0,25.5%   21.6%   25.5%   5.9%   21.6%,1,1,2021,101
IRN 351,European Integration and European Union,LAW,1.0,7.0,9.0,8.0,8.0,1.0,5.0,0.0,0.0,0.0,0.0,38.0,18.4%   23.7%   21.1%   21.1%   15.8%,0,1,2021,95
IRN 370,Global Political Economy,LAW,0.0,4.0,3.0,6.0,8.0,6.0,8.0,0.0,0.0,0.0,0.0,35.0,11.4%   8.6%   17.1%   22.9%   40%,1,1,2021,96
IRN 407,Foreign Language of Specialization - III (French European),LAW,0.0,6.0,4.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,20.0,30%   20%   10%   10%   30%,1,1,2021,99
IRN 409,Foreign Language of Specialization - III (Asia Chineese),LAW,0.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,33.3%   44.4%   11.1%   0%   11.1%,0,1,2021,100
JUR 106,History of Journalism,LAW,0.0,27.0,14.0,9.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,61.0,44.3%   23%   14.8%   6.6%   11.5%,0,1,2021,102
JUR 109,Educational practice,LAW,0.0,29.0,20.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,54.7%   37.7%   1.9%   5.7%   0%,0,1,2021,102
JUR 202,Data collecting and Investigative reporting,LAW,0.0,11.0,18.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,37.0,29.7%   48.6%   8.1%   5.4%   8.1%,1,1,2021,103
JUR 224,Genre forms and functions of modern Journalism,LAW,0.0,30.0,18.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,54.0,55.6%   33.3%   7.4%   0%   3.7%,1,1,2021,104
JUR 225,TV and Radio journalism,LAW,0.0,2.0,18.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,36.0,5.6%   50%   19.4%   19.4%   5.6%,0,1,2021,105
JUR 246,Journalism law and ethics,LAW,0.0,2.0,6.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,14.0,14.3%   42.9%   0%   7.1%   35.7%,1,1,2021,106
JUR 246,Journalism law and ethics,LAW,0.0,4.0,8.0,6.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,29.0,13.8%   27.6%   20.7%   17.2%   20.7%,1,1,2021,103
JUR 248,Advanced media design,LAW,0.0,7.0,10.0,6.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,36.0,19.4%   27.8%   16.7%   19.4%   16.7%,1,1,2021,106
JUR 301,Multimedia Journalism,LAW,0.0,9.0,14.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,25.7%   40%   25.7%   5.7%   2.9%,0,1,2021,107
JUR 327,Visual composition,LAW,1.0,2.0,22.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,5.7%   62.9%   25.7%   2.9%   2.9%,1,1,2021,108
JUR 353,Mediasociology,LAW,1.0,4.0,12.0,9.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,35.0,11.4%   34.3%   25.7%   20%   8.6%,1,1,2021,108
JUR 362,Audio Journalism,LAW,0.0,4.0,18.0,7.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,35.0,11.4%   51.4%   20%   8.6%   8.6%,0,1,2021,105
JUR 403,Modern technologies in public relations,LAW,0.0,4.0,15.0,13.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,10%   37.5%   32.5%   5%   15%,0,1,2021,109
JUR 418,Research methods,LAW,1.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0%   33.3%   0%   16.7%   50%,0,1,2021,110
JUR 451,Pregraduation internship,LAW,0.0,19.0,12.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,37.0,51.4%   32.4%   8.1%   2.7%   5.4%,0,1,2021,102
JUR 501,Narrative Writing,LAW,0.0,8.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,42.1%   47.4%   5.3%   0%   5.3%,1,1,2021,103
JUR 504,Media and cultural studies,LAW,0.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,68.4%   26.3%   5.3%   0%   0%,1,1,2021,104
JUR 518,Pedagogical practice,LAW,0.0,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,89.5%   0%   0%   5.3%   5.3%,0,1,2021,105
JUR 524,Research practice,LAW,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,100%   0%   0%   0%   0%,0,1,2021,105
JUR 628,Data and Databases,LAW,0.0,9.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,47.4%   36.8%   10.5%   5.3%   0%,0,1,2021,107
KZL 116,Kazakh oral literature,PED,1.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,61.5%   38.5%   0%   0%   0%,1,1,2021,111
KZL 122,Pedagogy,PED,1.0,27.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,32.0,84.4%   3.1%   0%   0%   12.5%,1,1,2021,112
KZL 124,Educational practice (Pedagogy ),PED,1.0,24.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,85.7%   10.7%   0%   0%   3.6%,1,1,2021,112
KZL 233,Developmental physiology and inclusive education,PED,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,69.2%   30.8%   0%   0%   0%,1,1,2021,113
KZL 238,Linguo-motivology of the Kazakh language,PED,1.0,0.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0%   54.5%   27.3%   18.2%   0%,1,1,2021,114
KZL 240,The morphology of the modern Kazakh language,PED,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0%   44.4%   55.6%   0%   0%,1,1,2021,115
KZL 328,Syntax of Modern Kazakh Language,PED,1.0,2.0,13.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6.7%   43.3%   30%   20%   0%,1,1,2021,115
KZL 330,The history of the Kazakh literary language and the formation of functional styles,PED,1.0,5.0,14.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,16.7%   46.7%   20%   16.7%   0%,1,1,2021,114
KZL 332,History of the XX century Kazakh literature,PED,1.0,13.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,46.4%   32.1%   21.4%   0%   0%,1,1,2021,116
KZL 334,Theory of Literature,PED,1.0,8.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,27.6%   51.7%   20.7%   0%   0%,0,1,2021,117
KZL 338,Pedagogical Practice,PED,1.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,85.7%   14.3%   0%   0%   0%,1,1,2021,112
KZL 354,Children's literature and expressive reading,PED,1.0,5.0,17.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,16.1%   54.8%   19.4%   9.7%   0%,1,1,2021,118
KZL 416,Pedagogical Practice,PED,1.0,28.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,37.0,75.7%   10.8%   0%   2.7%   10.8%,1,1,2021,112
KZL 546,Organization of Scientific work and methodology of methodical research,PED,1.0,8.0,16.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,26.7%   53.3%   13.3%   0%   6.7%,1,1,2021,119
KZL 548,New directions of linguistics and neurolinguistics,PED,1.0,3.0,19.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,10%   63.3%   16.7%   3.3%   6.7%,1,1,2021,120
KZL 552,Tertiary Teaching,PED,1.0,14.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29.0,48.3%   41.4%   3.4%   0%   6.9%,1,1,2021,121
KZL 554,Teaching Practice,PED,0.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,90.3%   9.7%   0%   0%   0%,1,1,2021,122
KZL 560,Basics of comparative and comparative study of world and domestic literature,PED,0.0,6.0,16.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,20%   53.3%   20%   0%   6.7%,1,1,2021,122
KZL 618,Research scientific training,PED,1.0,5.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,23.8%   66.7%   0%   0%   9.5%,1,1,2021,115
KZL 730,Methods of teaching Kazakh literature in higher education,PED,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0%   100%   0%   0%   0%,1,1,2021,118
KZL 742,Academic writing,PED,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100%   0%   0%   0%   0%,1,1,2021,115
KZL 744,Teaching practice,PED,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100%   0%   0%   0%   0%,1,1,2021,120
KZL 806,Passing a foreign internship,PED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0%   0%   0%   0%   0%,1,1,2021,122
KZP 404,Professional practice,PED,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100%   0%   0%   0%   0%,1,1,2021,111
LAW 126,Research Methods and Accessing Legal Information Resources,LAW,0.0,7.0,5.0,5.0,14.0,6.0,3.0,0.0,0.0,0.0,0.0,40.0,17.5%   12.5%   12.5%   35%   22.5%,0,1,2021,123
LAW 126,Research Methods and Accessing Legal Information Resources,LAW,1.0,23.0,7.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,43.0,53.5%   16.3%   9.3%   9.3%   11.6%,1,1,2021,124
LAW 129,Constitutional law of Kazakhstan,LAW,0.0,13.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,56.5%   21.7%   17.4%   4.3%   0%,1,1,2021,125
LAW 129,Constitutional law of Kazakhstan,LAW,1.0,8.0,1.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,20.0,40%   5%   20%   10%   25%,1,1,2021,124
LAW 129,Constitutional law of Kazakhstan,LAW,0.0,3.0,6.0,9.0,14.0,2.0,10.0,0.0,0.0,0.0,0.0,44.0,6.8%   13.6%   20.5%   31.8%   27.3%,0,1,2021,126
LAW 130,Introduction to English Common law,LAW,0.0,6.0,5.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,26.0,23.1%   19.2%   19.2%   19.2%   19.2%,0,1,2021,127
LAW 206,Criminal Law of RK (special part)-2,LAW,1.0,7.0,6.0,20.0,38.0,11.0,15.0,0.0,0.0,0.0,0.0,97.0,7.2%   6.2%   20.6%   39.2%   26.8%,0,1,2021,128
LAW 213,Educational Practice,LAW,0.0,71.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,82.0,86.6%   1.2%   0%   0%   12.2%,1,1,2021,125
LAW 263,Law of international organizations,LAW,1.0,3.0,5.0,0.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,21.0,14.3%   23.8%   0%   9.5%   52.4%,0,1,2021,98
LAW 272,Law of Obligation II,LAW,1.0,3.0,6.0,6.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,28.0,10.7%   21.4%   21.4%   21.4%   25%,1,1,2021,129
LAW 272,Law of Obligation II,LAW,1.0,6.0,16.0,15.0,19.0,7.0,4.0,0.0,0.0,0.0,0.0,67.0,9%   23.9%   22.4%   28.4%   16.4%,1,1,2021,124
LAW 273,Land and property law,LAW,1.0,4.0,5.0,8.0,13.0,7.0,23.0,0.0,0.0,0.0,2.0,62.0,6.5%   8.1%   12.9%   21%   48.4%,1,1,2021,130
LAW 273,Land and property law,LAW,1.0,3.0,17.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,32.0,9.4%   53.1%   21.9%   0%   15.6%,0,1,2021,131
LAW 347,International private law,LAW,0.0,3.0,15.0,19.0,14.0,6.0,24.0,0.0,0.0,0.0,0.0,81.0,3.7%   18.5%   23.5%   17.3%   37%,1,1,2021,132
LAW 357,Land law of the RK,LAW,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0%   0%   33.3%   0%   66.7%,1,1,2021,130
LAW 357,Land law of the RK,LAW,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0%   0%   0%   0%   100%,0,1,2021,131
LAW 359,Family Law,LAW,0.0,1.0,4.0,14.0,13.0,5.0,5.0,0.0,0.0,0.0,0.0,42.0,2.4%   9.5%   33.3%   31%   23.8%,0,1,2021,123
LAW 359,Family Law,LAW,1.0,0.0,4.0,4.0,6.0,1.0,8.0,0.0,0.0,0.0,0.0,23.0,0%   17.4%   17.4%   26.1%   39.1%,0,1,2021,133
LAW 375,Tax law and tax disputes,LAW,0.0,30.0,13.0,10.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,68.0,44.1%   19.1%   14.7%   10.3%   11.8%,0,1,2021,134
LAW 387,Administrative offences and responsibility,LAW,1.0,27.0,12.0,6.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,55.0,49.1%   21.8%   10.9%   1.8%   16.4%,1,1,2021,124
LAW 388,Civil procedural law of RK 2,LAW,1.0,7.0,7.0,7.0,6.0,2.0,13.0,0.0,0.0,0.0,0.0,42.0,16.7%   16.7%   16.7%   14.3%   35.7%,1,1,2021,135
LAW 388,Civil procedural law of RK 2,LAW,1.0,8.0,4.0,7.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,34.0,23.5%   11.8%   20.6%   29.4%   14.7%,1,1,2021,136
LAW 402,Professional Practice,LAW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0%   0%   0%   0%   100%,1,1,2021,125
LAW 422,Criminalistics,LAW,1.0,25.0,11.0,7.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,61.0,41%   18%   11.5%   4.9%   24.6%,0,1,2021,137
LAW 436,Intellectual Property Law,LAW,0.0,10.0,10.0,6.0,3.0,2.0,8.0,0.0,0.0,0.0,0.0,39.0,25.6%   25.6%   15.4%   7.7%   25.6%,0,1,2021,138
LAW 436,Intellectual Property Law,LAW,1.0,8.0,3.0,6.0,6.0,1.0,12.0,0.0,0.0,0.0,0.0,36.0,22.2%   8.3%   16.7%   16.7%   36.1%,0,1,2021,133
LAW 470,Professional Practice,LAW,0.0,72.0,9.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,89.0,80.9%   10.1%   0%   1.1%   7.9%,1,1,2021,125
LAW 480,International criminal procedure,LAW,0.0,11.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,52.4%   33.3%   4.8%   0%   9.5%,1,1,2021,139
LAW 521,Legal consulting and organization of legal business,LAW,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0%   100%   0%   0%   0%,0,1,2021,131
LAW 529,Pedagogical practice,LAW,0.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,72.7%   0%   18.2%   9.1%   0%,0,1,2021,140
LAW 530,Scientific Research Work ,LAW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,11.0,0%   0%   0%   0%   0%,0,1,2021,138
LAW 531,Actual problems of corporate law,LAW,1.0,0.0,6.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0%   46.2%   38.5%   0%   15.4%,1,1,2021,136
LAW 532,Securities and money as an object of civil law,LAW,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,71.4%   14.3%   14.3%   0%   0%,1,1,2021,141
LAW 540,Research practice,LAW,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,100%   0%   0%   0%   0%,0,1,2021,140
LAW 551,Corporate law in the sphere of IT,LAW,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0%   0%   75%   0%   25%,1,1,2021,136
LAW 635,Academic writing,LAW,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,37.5%   62.5%   0%   0%   0%,0,1,2021,142
LAW 642,Pedagogical practice,LAW,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0%   0%   0%   0%   0%,1,1,2021,130
LAW 647,Personal data in civil circulation,LAW,1.0,5.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,50%   20%   0%   0%   30%,1,1,2021,129
LAW 680,Cybersecurity,LAW,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0%   50%   25%   0%   25%,0,1,2021,143
MAN 209,Management,BS,0.0,25.0,42.0,29.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,112.0,22.3%   37.5%   25.9%   8%   6.3%,1,1,2021,47
MAN 209,Management,BS,0.0,42.0,34.0,12.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,105.0,40%   32.4%   11.4%   0%   16.2%,0,1,2021,144
MAN 209,Management,BS,0.0,17.0,22.0,28.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,81.0,21%   27.2%   34.6%   13.6%   3.7%,1,1,2021,48
MAN 303,Research Methods,BS,0.0,12.0,17.0,15.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,61.0,19.7%   27.9%   24.6%   18%   9.8%,1,1,2021,145
MAN 303,Research Methods,BS,1.0,17.0,17.0,12.0,15.0,1.0,13.0,0.0,0.0,0.0,0.0,75.0,22.7%   22.7%   16%   20%   18.7%,1,1,2021,146
MAN 306,Operational Research,BS,0.0,5.0,2.0,2.0,9.0,2.0,7.0,0.0,0.0,0.0,0.0,27.0,18.5%   7.4%   7.4%   33.3%   33.3%,1,1,2021,145
MAN 307,Public Relations,BS,0.0,35.0,15.0,3.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,62.0,56.5%   24.2%   4.8%   8.1%   6.5%,0,1,2021,147
MAN 312,Leadership,BS,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0%   40%   20%   20%   20%,1,1,2021,146
MAN 316,Project Management,BS,0.0,3.0,6.0,2.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,21.0,14.3%   28.6%   9.5%   23.8%   23.8%,1,1,2021,148
MAN 322,Entrepreneurship,BS,1.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0%   12.5%   25%   12.5%   50%,1,1,2021,146
MAN 413,Data Analysis in Business and Economics,BS,1.0,0.0,2.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,0%   15.4%   30.8%   30.8%   23.1%,0,1,2021,66
MAN 525,Human Capital Management,BS,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,100%   0%   0%   0%   0%,1,1,2021,46
MAN 530,Public Health Management,BS,1.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30%   10%   30%   30%   0%,0,1,2021,149
MAN 605,Organizational behavior,BS,1.0,0.0,7.0,1.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,22.0,0%   31.8%   4.5%   18.2%   45.5%,1,1,2021,146
MAN 819,Quantitative Methods in Management,BS,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100%   0%   0%   0%   0%,0,1,2021,150
MAN 820,Conceptual Design in Management,BS,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0%   100%   0%   0%   0%,0,1,2021,151
MAN 889,Research practice,BS,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0%   100%   0%   0%   0%,1,1,2021,57
MAR 302,Personal Selling,BS,0.0,31.0,17.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,61.0,50.8%   27.9%   14.8%   0%   6.6%,1,1,2021,152
MAR 306,Artificial Intelligence in Marketing,BS,0.0,25.0,20.0,11.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,60.0,41.7%   33.3%   18.3%   0%   6.7%,0,1,2021,153
MAR 308,Content Marketing,BS,0.0,39.0,16.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,60.0,65%   26.7%   0%   1.7%   6.7%,0,1,2021,153
MAT 119,Additional chapters of linear algebra,ENG,1.0,1.0,5.0,10.0,37.0,44.0,39.0,0.0,0.0,0.0,4.0,140.0,0.7%   3.6%   7.1%   26.4%   59.3%,0,1,2021,154
MAT 120,Mathematical analysis 2 and Educational practice,ENG,1.0,10.0,9.0,14.0,27.0,5.0,11.0,0.0,0.0,0.0,0.0,76.0,13.2%   11.8%   18.4%   35.5%   21.1%,1,1,2021,155
MAT 120,Mathematical analysis 2 and Educational practice,ENG,1.0,1.0,4.0,9.0,6.0,5.0,9.0,0.0,0.0,0.0,0.0,34.0,2.9%   11.8%   26.5%   17.6%   41.2%,1,1,2021,156
MAT 120,Mathematical analysis 2 and Educational practice,ENG,1.0,2.0,8.0,0.0,11.0,4.0,26.0,0.0,0.0,0.0,0.0,51.0,3.9%   15.7%   0%   21.6%   58.8%,1,1,2021,157
MAT 153,Mathematics for Computer Science 1,ENG,0.0,1.0,11.0,6.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,30.0,3.3%   36.7%   20%   0%   40%,1,1,2021,158
MAT 154,Mathematics for Computer Science 2,ENG,1.0,4.0,15.0,29.0,35.0,20.0,28.0,0.0,0.0,0.0,0.0,131.0,3.1%   11.5%   22.1%   26.7%   36.6%,1,1,2021,159
MAT 154,Mathematics for Computer Science 2,PED,1.0,4.0,15.0,29.0,35.0,20.0,28.0,0.0,0.0,0.0,0.0,131.0,3.1%   11.5%   22.1%   26.7%   36.6%,1,1,2021,159
MAT 154,Mathematics for Computer Science 2,ENG,1.0,2.0,28.0,40.0,50.0,12.0,33.0,0.0,0.0,0.0,0.0,165.0,1.2%   17%   24.2%   30.3%   27.3%,0,1,2021,160
MAT 154,Mathematics for Computer Science 2,ENG,0.0,17.0,30.0,51.0,49.0,23.0,34.0,0.0,0.0,0.0,0.0,204.0,8.3%   14.7%   25%   24%   27.9%,1,1,2021,158
MAT 154,Mathematics for Computer Science 2,ENG,1.0,9.0,22.0,42.0,29.0,26.0,50.0,0.0,0.0,0.0,5.0,183.0,4.9%   12%   23%   15.8%   41.5%,1,1,2021,161
MAT 156,Discrete Mathematics,ENG,0.0,11.0,56.0,73.0,77.0,20.0,26.0,0.0,0.0,0.0,2.0,265.0,4.2%   21.1%   27.5%   29.1%   17.4%,0,1,2021,162
MAT 156,Discrete Mathematics,ENG,0.0,2.0,5.0,14.0,15.0,17.0,20.0,0.0,0.0,0.0,0.0,73.0,2.7%   6.8%   19.2%   20.5%   50.7%,1,1,2021,163
MAT 156,Discrete Mathematics,ENG,0.0,7.0,32.0,81.0,46.0,15.0,45.0,0.0,0.0,0.0,0.0,226.0,3.1%   14.2%   35.8%   20.4%   26.5%,1,1,2021,164
MAT 156,Discrete Mathematics,ENG,0.0,5.0,21.0,44.0,11.0,4.0,17.0,0.0,0.0,0.0,0.0,102.0,4.9%   20.6%   43.1%   10.8%   20.6%,1,1,2021,165
MAT 204,Mathematical analysis 4,ENG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0,1,2021,166
MAT 221,Classical mechanics,ENG,1.0,7.0,20.0,41.0,34.0,16.0,22.0,0.0,0.0,0.0,0.0,140.0,5%   14.3%   29.3%   24.3%   27.1%,0,1,2021,167
MAT 251,Probability and Mathematical Statictics,ENG,0.0,8.0,33.0,31.0,17.0,9.0,40.0,0.0,0.0,0.0,0.0,138.0,5.8%   23.9%   22.5%   12.3%   35.5%,1,1,2021,168
MAT 298,Internship Practise,ENG,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,100%   0%   0%   0%   0%,1,1,2021,169
MAT 304,Equations of mathematical physics,ENG,1.0,1.0,11.0,11.0,10.0,4.0,5.0,0.0,0.0,0.0,0.0,42.0,2.4%   26.2%   26.2%   23.8%   21.4%,0,1,2021,170
MAT 312,Theory of Probablility and Mathematical Statistics,ENG,1.0,2.0,2.0,8.0,41.0,13.0,20.0,0.0,0.0,0.0,1.0,87.0,2.3%   2.3%   9.2%   47.1%   37.9%,1,1,2021,171
MAT 312,Theory of Probablility and Mathematical Statistics,ENG,1.0,5.0,18.0,14.0,6.0,2.0,13.0,0.0,0.0,0.0,0.0,58.0,8.6%   31%   24.1%   10.3%   25.9%,1,1,2021,172
MAT 326,Logic and Model theory,ENG,1.0,1.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,11.1%   44.4%   11.1%   22.2%   11.1%,0,1,2021,173
MAT 370,Methods of Scientific research,ENG,1.0,27.0,25.0,6.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,67.0,40.3%   37.3%   9%   7.5%   6%,0,1,2021,174
MAT 427,Enumerative Combinatorics,ENG,1.0,0.0,0.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,13.0,0%   0%   53.8%   7.7%   23.1%,0,1,2021,175
MAT 460,Theory of interest rates and random processes in life insurance,ENG,0.0,7.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,38.9%   44.4%   11.1%   0%   5.6%,0,1,2021,176
MAT 504,Noncommutative hypoelliptic analysis,ENG,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100%   0%   0%   0%   0%,0,1,2021,174
MAT 513,Applied mathematical programming,ENG,1.0,6.0,5.0,6.0,3.0,0.0,2.0,0.0,0.0,0.0,8.0,30.0,20%   16.7%   20%   10%   6.7%,0,1,2021,177
MAT 518,Measure theory and real analysis,ENG,1.0,1.0,2.0,11.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,5.6%   11.1%   61.1%   5.6%   16.7%,0,1,2021,166
MAT 697,Research Practice,ENG,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100%   0%   0%   0%   0%,1,1,2021,169
MAT 698,Registration and defense of master’s degree dissertation,ENG,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,66.7%   33.3%   0%   0%   0%,1,1,2021,164
MAT 709,Numerical Analysis and Scientific Computing,ENG,1.0,1.0,8.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,20.0,5%   40%   25%   5%   25%,0,1,2021,170
MAT 750,Pedagogical practice in Higher Education,ENG,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,85.7%   0%   0%   0%   14.3%,1,1,2021,169
