Code,Subject,Dept,Level,A,B,C,D,FX,F,Pass,Not Pass,IP,W,Total,%,Gender,Semester,Year,teacher_id
IRN 468,Contemporary Issues in International Relations,LAW,1,14,4,11,4,4,1,0,0,0,0,38,36.8%   10.5%   28.9%   10.5%   13.2%,1,1,2023,330
IRN 468,Contemporary Issues in International Relations,LAW,0,3,0,0,0,0,0,0,0,0,0,3,100%   0%   0%   0%   0%,1,1,2023,512
IRN 493,Internship,LAW,0,3,0,0,0,0,0,0,0,0,0,3,100%   0%   0%   0%   0%,1,1,2023,512
IRN 495,State examination in major,LAW,0,0,0,1,4,0,0,0,0,0,0,5,0%   0%   20%   80%   0%,1,1,2023,512
IRN 498,Pre-research/Field internship,LAW,0,1,0,0,0,0,2,0,0,0,0,3,33.3%   0%   0%   0%   66.7%,1,1,2023,512
JUR 101,Introduction to Journalism,LAW,0,5,6,3,1,0,0,0,0,0,0,15,33.3%   40%   20%   6.7%   0%,1,1,2023,570
JUR 101,Introduction to Journalism,LAW,0,8,13,5,3,0,0,0,0,0,0,29,27.6%   44.8%   17.2%   10.3%   0%,1,1,2023,571
JUR 117,Writing fundamentals,LAW,0,7,22,4,0,0,2,0,0,0,0,35,20%   62.9%   11.4%   0%   5.7%,0,1,2023,572
JUR 117,Writing fundamentals,LAW,0,6,5,2,3,0,0,0,0,0,0,16,37.5%   31.3%   12.5%   18.8%   0%,1,1,2023,570
JUR 135,Photojournalism,LAW,0,37,6,4,2,0,3,0,0,0,0,52,71.2%   11.5%   7.7%   3.8%   5.8%,0,1,2023,102
JUR 227,Mediadesign,LAW,0,15,21,4,3,1,4,0,0,0,0,48,31.3%   43.8%   8.3%   6.3%   10.4%,0,1,2023,573
JUR 241,Language and style of mass media,LAW,0,12,20,8,3,1,5,0,0,0,0,49,24.5%   40.8%   16.3%   6.1%   12.2%,1,1,2023,103
JUR 250,Internship,LAW,0,36,1,1,0,0,6,0,0,0,1,45,80%   2.2%   2.2%   0%   13.3%,1,1,2023,570
JUR 262,News literacy,LAW,0,1,24,14,4,0,2,0,0,0,0,45,2.2%   53.3%   31.1%   8.9%   4.4%,0,1,2023,107
JUR 264,Journalism law,LAW,0,25,10,6,1,2,3,0,0,0,0,47,53.2%   21.3%   12.8%   2.1%   10.6%,1,1,2023,103
JUR 341,Media management,LAW,0,4,13,7,6,0,4,0,0,0,0,34,11.8%   38.2%   20.6%   17.6%   11.8%,0,1,2023,109
JUR 360,Video journalism,LAW,0,9,18,11,8,0,0,0,0,0,0,46,19.6%   39.1%   23.9%   17.4%   0%,1,1,2023,574
JUR 362,Audio Journalism,LAW,0,5,16,12,6,3,3,0,0,0,0,45,11.1%   35.6%   26.7%   13.3%   13.3%,0,1,2023,105
JUR 373,Journalism ethics,LAW,0,6,15,9,11,1,1,0,0,0,0,43,14%   34.9%   20.9%   25.6%   4.7%,1,1,2023,106
JUR 378,Video editing techniques,LAW,0,14,15,9,7,0,1,0,0,0,0,46,30.4%   32.6%   19.6%   15.2%   2.2%,1,1,2023,574
JUR 401,Data journalism,LAW,0,5,16,12,8,3,1,0,0,0,1,46,10.9%   34.8%   26.1%   17.4%   8.7%,0,1,2023,107
JUR 404,Media and Politics,LAW,0,2,8,2,1,1,1,0,0,0,0,15,13.3%   53.3%   13.3%   6.7%   13.3%,1,1,2023,566
JUR 404,Media and Politics,LAW,0,1,16,1,0,0,1,0,0,0,0,19,5.3%   84.2%   5.3%   0%   5.3%,0,1,2023,572
JUR 418,Research methods,LAW,1,2,3,5,0,2,1,0,0,0,0,13,15.4%   23.1%   38.5%   0%   23.1%,0,1,2023,425
JUR 418,Research methods,LAW,0,16,1,1,0,0,0,0,0,0,0,18,88.9%   5.6%   5.6%   0%   0%,0,1,2023,572
JUR 420,Media and Economics,LAW,1,12,12,0,3,0,7,0,0,0,0,34,35.3%   35.3%   0%   8.8%   20.6%,1,1,2023,428
JUR 436,Writing and defense of Thesis,LAW,0,0,1,0,0,0,0,0,0,0,0,1,0%   100%   0%   0%   0%,1,1,2023,574
JUR 438,Comprehensive exam,LAW,0,0,1,1,1,0,0,0,0,0,0,3,0%   33.3%   33.3%   33.3%   0%,1,1,2023,574
JUR 447,Content Marketing,LAW,0,5,6,12,5,0,5,0,0,0,0,33,15.2%   18.2%   36.4%   15.2%   15.2%,1,1,2023,333
JUR 449,Writing and defense of Thesis,LAW,0,0,0,0,1,0,0,0,0,0,0,1,0%   0%   0%   100%   0%,1,1,2023,574
JUR 451,Pregraduation internship,LAW,0,0,0,0,1,0,0,0,0,0,0,1,0%   0%   0%   100%   0%,1,1,2023,574
JUR 465,Industrial Project (Introduction) all,LAW,0,3,0,0,0,0,0,0,0,0,0,3,100%   0%   0%   0%   0%,0,1,2023,105
JUR 471,Internship,LAW,0,12,1,0,0,0,1,0,0,0,0,14,85.7%   7.1%   0%   0%   7.1%,1,1,2023,570
JUR 471,Internship,LAW,0,19,0,0,0,0,2,0,0,0,0,21,90.5%   0%   0%   0%   9.5%,1,1,2023,571
JUR 477,Journalism thesis and diploma project writing,LAW,0,3,1,0,0,0,0,0,0,0,0,4,75%   25%   0%   0%   0%,1,1,2023,574
JUR 478,Industrial project (Development),LAW,0,3,0,0,0,0,0,0,0,0,0,3,100%   0%   0%   0%   0%,0,1,2023,105
KZL 125,Phonetics and orthography of modern Kazakh language,PED,1,16,28,12,4,0,2,0,0,0,0,62,25.8%   45.2%   19.4%   6.5%   3.2%,1,1,2023,114
KZL 129,Introduction to Literature,PED,1,36,24,21,0,0,1,0,0,0,0,82,43.9%   29.3%   25.6%   0%   1.2%,0,1,2023,117
KZL 204,Historical grammar of the Kazakh language,PED,0,12,15,1,0,0,0,0,0,0,0,28,42.9%   53.6%   3.6%   0%   0%,1,1,2023,429
KZL 205,Lexicology and phraseology of modern Kazakh language,PED,1,11,26,28,5,0,1,0,0,0,0,71,15.5%   36.6%   39.4%   7%   1.4%,1,1,2023,120
KZL 239,Ancient literature,PED,0,32,34,4,0,0,1,0,0,0,1,72,44.4%   47.2%   5.6%   0%   1.4%,1,1,2023,575
KZL 320,Digital technologies in education,PED,1,7,11,7,3,0,0,0,0,0,0,28,25%   39.3%   25%   10.7%   0%,1,1,2023,112
KZL 334,Theory of Literature,PED,1,8,14,4,0,1,0,0,0,0,0,27,29.6%   51.9%   14.8%   0%   3.7%,0,1,2023,117
KZL 339,Culture of speech and teacher's speaking skills,PED,1,4,17,8,2,0,0,0,0,0,0,31,12.9%   54.8%   25.8%   6.5%   0%,1,1,2023,377
KZL 343,Kazakh literature of the XIX century,PED,1,9,16,4,0,0,0,0,0,0,0,29,31%   55.2%   13.8%   0%   0%,0,1,2023,117
KZL 349,Theory and Methods of Educational Work,PED,1,8,11,8,0,0,0,0,0,0,0,27,29.6%   40.7%   29.6%   0%   0%,1,1,2023,119
KZL 351,Educational practice (Theory and Methods of Educational Work),PED,1,10,11,6,0,0,0,0,0,0,0,27,37%   40.7%   22.2%   0%   0%,1,1,2023,119
KZL 423,Text linguistics and discourse,PED,1,1,1,4,4,0,0,0,0,0,0,10,10%   10%   40%   40%   0%,1,1,2023,120
KZL 429,Criteria-based assessment technology,PED,1,3,4,4,0,0,0,0,0,0,0,11,27.3%   36.4%   36.4%   0%   0%,1,1,2023,111
KZL 430,Defense of the thesis,PED,1,0,0,1,0,0,0,0,0,0,0,1,0%   0%   100%   0%   0%,1,1,2023,112
KZL 431,Methods of Teaching the Kazakh Language,PED,1,5,5,1,0,0,0,0,0,0,0,11,45.5%   45.5%   9.1%   0%   0%,1,1,2023,119
KZL 433,Educational practice (Methods of Teaching the Kazakh Language),PED,1,7,4,1,0,0,0,0,0,0,0,12,58.3%   33.3%   8.3%   0%   0%,1,1,2023,119
KZL 437,Methods of Teaching Kazakh Literature,PED,1,3,4,3,0,0,0,0,0,0,0,10,30%   40%   30%   0%   0%,1,1,2023,118
KZL 439,Educational practice (Methods of Teaching Kazakh Literature),PED,1,3,4,4,0,0,0,0,0,0,0,11,27.3%   36.4%   36.4%   0%   0%,1,1,2023,118
KZL 443,Teacher's professional orientation and work with gifted children,PED,1,2,5,4,0,0,0,0,0,0,0,11,18.2%   45.5%   36.4%   0%   0%,1,1,2023,118
KZP 244,Professional oriented foreign language,PED,0,22,22,21,4,0,1,0,0,0,0,70,31.4%   31.4%   30%   5.7%   1.4%,0,1,2023,576
KZP 406,Pre-graduation practicum,PED,1,0,0,1,0,0,0,0,0,0,0,1,0%   0%   100%   0%   0%,1,1,2023,112
KZP 437,Modern Kazakh literature,PED,1,1,6,2,3,0,0,0,0,0,0,12,8.3%   50%   16.7%   25%   0%,1,1,2023,116
LAW 121,Fundamentals of civil law,LAW,1,24,13,19,3,0,4,0,0,0,0,63,38.1%   20.6%   30.2%   4.8%   6.3%,0,1,2023,124
LAW 121,Fundamentals of civil law,LAW,0,3,0,0,3,2,1,0,0,0,0,9,33.3%   0%   0%   33.3%   33.3%,0,1,2023,140
LAW 127,Introduction to law,LAW,0,6,16,14,22,4,4,0,0,0,1,67,9%   23.9%   20.9%   32.8%   11.9%,0,1,2023,126
LAW 127,Introduction to law,LAW,0,4,3,4,1,0,2,0,0,0,0,14,28.6%   21.4%   28.6%   7.1%   14.3%,0,1,2023,577
LAW 127,Introduction to law,LAW,1,0,1,13,0,0,1,0,0,0,0,15,0%   6.7%   86.7%   0%   6.7%,0,1,2023,131
LAW 128,Legal thinking and methodology,LAW,1,3,27,12,26,0,4,0,0,0,0,72,4.2%   37.5%   16.7%   36.1%   5.6%,0,1,2023,353
LAW 128,Legal thinking and methodology,LAW,1,2,7,7,6,0,1,0,0,0,0,23,8.7%   30.4%   30.4%   26.1%   4.3%,1,1,2023,431
LAW 131,Theory of public administration,LAW,0,4,8,9,2,0,0,0,0,0,0,23,17.4%   34.8%   39.1%   8.7%   0%,0,1,2023,127
LAW 140,Innovative Trends,LAW,0,9,11,15,18,0,4,0,0,0,0,57,15.8%   19.3%   26.3%   31.6%   7%,0,1,2023,467
LAW 140,Innovative Trends,LAW,0,6,5,8,2,0,3,0,0,0,0,24,25%   20.8%   33.3%   8.3%   12.5%,1,1,2023,435
LAW 140,Innovative Trends,LAW,0,2,0,0,0,0,0,0,0,0,0,2,100%   0%   0%   0%   0%,1,1,2023,432
LAW 205,Criminal Law of the Republic of Kazakhstan (general part)-I,LAW,0,5,11,7,3,0,5,0,0,0,0,31,16.1%   35.5%   22.6%   9.7%   16.1%,0,1,2023,433
LAW 205,Criminal Law of the Republic of Kazakhstan (general part)-I,LAW,1,13,12,2,4,0,5,0,0,0,0,36,36.1%   33.3%   5.6%   11.1%   13.9%,1,1,2023,311
LAW 270,Educational practice,LAW,1,3,18,9,19,5,7,0,0,0,1,62,4.8%   29%   14.5%   30.6%   19.4%,0,1,2023,353
LAW 271,Law of Obligation 1,LAW,1,2,10,6,13,0,5,0,0,0,1,37,5.4%   27%   16.2%   35.1%   13.5%,0,1,2023,353
LAW 271,Law of Obligation 1,LAW,1,1,8,4,10,3,5,0,0,0,2,33,3%   24.2%   12.1%   30.3%   24.2%,1,1,2023,431
LAW 301,International Public Law,LAW,0,8,16,17,25,1,10,0,0,0,0,77,10.4%   20.8%   22.1%   32.5%   14.3%,0,1,2023,577
LAW 335,International legal protection of human rights,LAW,1,13,0,0,0,0,0,0,0,0,0,13,100%   0%   0%   0%   0%,0,1,2023,93
LAW 351,Criminology,LAW,0,10,25,19,4,0,2,0,0,0,0,60,16.7%   41.7%   31.7%   6.7%   3.3%,0,1,2023,433
LAW 351,Criminology,LAW,1,9,2,0,0,0,4,0,0,0,0,15,60%   13.3%   0%   0%   26.7%,1,1,2023,311
LAW 351,Criminology,LAW,0,1,0,0,0,0,1,0,0,0,0,2,50%   0%   0%   0%   50%,1,1,2023,432
LAW 356,Execution of judgment,LAW,0,18,25,27,18,0,5,0,0,0,0,93,19.4%   26.9%   29%   19.4%   5.4%,0,1,2023,433
LAW 356,Execution of judgment,LAW,0,2,0,0,0,0,1,0,0,0,0,3,66.7%   0%   0%   0%   33.3%,1,1,2023,432
LAW 361,Еntrepreneurial and corporate law,LAW,0,1,6,2,9,1,5,0,0,0,0,24,4.2%   25%   8.3%   37.5%   25%,0,1,2023,467
LAW 361,Еntrepreneurial and corporate law,LAW,1,0,8,5,14,0,10,0,0,0,0,37,0%   21.6%   13.5%   37.8%   27%,0,1,2023,353
LAW 370,International commercial law,LAW,0,3,1,6,6,0,0,0,0,0,0,16,18.8%   6.3%   37.5%   37.5%   0%,0,1,2023,467
LAW 370,International commercial law,LAW,0,1,0,0,0,0,0,0,0,0,0,1,100%   0%   0%   0%   0%,1,1,2023,432
LAW 385,Civil procedural law of RK 1,LAW,1,0,9,19,6,4,8,0,0,0,0,46,0%   19.6%   41.3%   13%   26.1%,1,1,2023,135
LAW 385,Civil procedural law of RK 1,LAW,1,1,2,4,10,6,11,0,0,0,0,34,2.9%   5.9%   11.8%   29.4%   50%,0,1,2023,133
LAW 386,Labour relations and labour disputes,LAW,1,5,4,16,9,0,6,0,0,0,0,40,12.5%   10%   40%   22.5%   15%,1,1,2023,135
LAW 386,Labour relations and labour disputes,LAW,1,18,9,3,3,0,2,0,0,0,0,35,51.4%   25.7%   8.6%   8.6%   5.7%,0,1,2023,124
LAW 393,Criminal Procedure Law of the RK,LAW,1,12,6,5,4,1,5,0,0,0,1,34,35.3%   17.6%   14.7%   11.8%   17.6%,1,1,2023,311
LAW 393,Criminal Procedure Law of the RK,LAW,1,7,8,4,5,1,5,0,0,0,1,31,22.6%   25.8%   12.9%   16.1%   19.4%,0,1,2023,137
LAW 402,Professional Practice,LAW,0,2,0,0,0,0,0,0,0,0,0,2,100%   0%   0%   0%   0%,1,1,2023,432
LAW 405,International arbitration,LAW,1,4,4,3,4,1,0,0,0,0,0,16,25%   25%   18.8%   25%   6.3%,1,1,2023,431
LAW 405,International arbitration,LAW,0,1,0,0,0,0,0,0,0,0,0,1,100%   0%   0%   0%   0%,1,1,2023,432
LAW 469,Administrative procedures and administrative court proceedings of the Republic of Kazakhstan,LAW,1,6,15,24,9,2,3,0,0,0,0,59,10.2%   25.4%   40.7%   15.3%   8.5%,1,1,2023,135
LAW 469,Administrative procedures and administrative court proceedings of the Republic of Kazakhstan,LAW,1,0,4,6,5,0,3,0,0,0,0,18,0%   22.2%   33.3%   27.8%   16.7%,0,1,2023,133
LAW 469,Administrative procedures and administrative court proceedings of the Republic of Kazakhstan,LAW,0,1,0,0,0,0,2,0,0,0,0,3,33.3%   0%   0%   0%   66.7%,1,1,2023,432
LAW 470,Internship,LAW,0,0,2,0,0,0,0,0,0,0,0,2,0%   100%   0%   0%   0%,1,1,2023,432
LAW 477,Professional ethics of a lawyer,LAW,0,13,18,19,6,0,1,0,0,0,0,57,22.8%   31.6%   33.3%   10.5%   1.8%,0,1,2023,433
LAW 477,Professional ethics of a lawyer,LAW,0,8,16,5,0,0,3,0,0,0,0,32,25%   50%   15.6%   0%   9.4%,1,1,2023,435
LAW 477,Professional ethics of a lawyer,LAW,0,2,0,0,0,0,1,0,0,0,0,3,66.7%   0%   0%   0%   33.3%,1,1,2023,432
LAW 479,Selected cases from the practice of international law firms,LAW,0,76,9,0,0,0,1,0,0,0,0,86,88.4%   10.5%   0%   0%   1.2%,1,1,2023,432
LAW 483,Internship,LAW,0,0,1,0,0,0,0,0,0,0,0,1,0%   100%   0%   0%   0%,1,1,2023,432
LAW 494,State examination,LAW,0,1,0,3,6,0,1,0,0,0,0,11,9.1%   0%   27.3%   54.5%   9.1%,1,1,2023,562
MAN 308,Human Resource Management,BS,1,21,18,17,6,1,7,0,0,0,0,70,30%   25.7%   24.3%   8.6%   11.4%,0,1,2023,46
MAN 312,Leadership,BS,0,23,51,18,4,0,6,0,0,0,0,102,22.5%   50%   17.6%   3.9%   5.9%,0,1,2023,438
MAN 312,Leadership,BS,0,23,37,16,14,1,5,0,0,0,0,96,24%   38.5%   16.7%   14.6%   6.3%,1,1,2023,47
MAN 312,Leadership,BS,1,4,13,3,0,0,2,0,0,0,0,22,18.2%   59.1%   13.6%   0%   9.1%,1,1,2023,578
MAN 329,Production Management,BS,0,18,20,41,19,4,11,0,0,0,0,113,15.9%   17.7%   36.3%   16.8%   13.3%,1,1,2023,579
MAN 405,Logistics and Transportation Management,BS,1,7,27,11,0,0,3,0,0,0,0,48,14.6%   56.3%   22.9%   0%   6.3%,1,1,2023,442
MAN 413,Data Analysis in Business and Economics,BS,1,55,42,22,17,0,8,0,0,0,0,144,38.2%   29.2%   15.3%   11.8%   5.6%,0,1,2023,58
MAN 413,Data Analysis in Business and Economics,BS,1,8,5,5,0,0,2,0,0,0,0,20,40%   25%   25%   0%   10%,0,1,2023,439
MAN 423,Business Communication,PED,0,37,30,1,1,0,4,0,0,0,0,73,50.7%   41.1%   1.4%   1.4%   5.5%,1,1,2023,148
MAR 201,Principles of Marketing,BS,0,17,20,31,25,1,15,0,0,0,2,111,15.3%   18%   27.9%   22.5%   14.4%,1,1,2023,325
MAR 201,Principles of Marketing,BS,0,18,29,36,19,4,4,0,0,0,0,110,16.4%   26.4%   32.7%   17.3%   7.3%,1,1,2023,48
MAR 218,Consumer Behaviour,BS,1,0,12,23,14,1,6,0,0,0,0,56,0%   21.4%   41.1%   25%   12.5%,0,1,2023,363
MAR 304,Designing user Experience and Webanalytics,BS,0,33,8,2,0,0,3,0,0,0,0,46,71.7%   17.4%   4.3%   0%   6.5%,1,1,2023,580
MAR 307,Sales Management,BS,0,23,52,10,0,0,5,0,0,0,0,90,25.6%   57.8%   11.1%   0%   5.6%,1,1,2023,152
MAR 313,Brand Management,BS,0,13,19,10,11,5,14,0,0,0,0,72,18.1%   26.4%   13.9%   15.3%   26.4%,0,1,2023,144
MAR 313,Brand Management,BS,0,38,10,0,1,0,5,0,0,0,0,54,70.4%   18.5%   0%   1.9%   9.3%,0,1,2023,147
MAR 317,Introduction to Digital Marketing,BS,0,18,22,3,4,0,4,0,0,0,0,51,35.3%   43.1%   5.9%   7.8%   7.8%,0,1,2023,441
MAR 401,Neuromarketing,BS,0,31,8,2,0,0,3,0,0,0,0,44,70.5%   18.2%   4.5%   0%   6.8%,1,1,2023,580
MAR 409,Marketing Communications,BS,0,4,21,1,0,0,1,0,0,0,0,27,14.8%   77.8%   3.7%   0%   3.7%,1,1,2023,581
MAR 409,Marketing Communications,BS,0,9,12,2,0,0,4,0,0,0,1,28,32.1%   42.9%   7.1%   0%   14.3%,1,1,2023,152
MAR 417,Customer Relationship Management,BS,1,8,17,12,1,1,2,0,0,0,0,41,19.5%   41.5%   29.3%   2.4%   7.3%,1,1,2023,146
MAT 101,Mathematical analysis 1,ENG,1,6,30,31,30,4,9,0,0,0,0,110,5.5%   27.3%   28.2%   27.3%   11.8%,0,1,2023,391
MAT 106,Information and Communication Technologies (in English),ENG,0,35,113,84,25,5,10,0,0,0,1,273,12.8%   41.4%   30.8%   9.2%   5.5%,0,1,2023,70
MAT 108,Algebra,ENG,0,4,16,28,14,5,5,0,0,0,0,72,5.6%   22.2%   38.9%   19.4%   13.9%,0,1,2023,519
MAT 108,Algebra,ENG,1,12,11,17,32,11,20,0,0,0,5,108,11.1%   10.2%   15.7%   29.6%   28.7%,0,1,2023,334
MAT 123,Linear Algebra,ENG,0,16,60,95,69,30,23,0,0,0,6,299,5.4%   20.1%   31.8%   23.1%   17.7%,1,1,2023,249
MAT 124,Algorithms and programming 2,ENG,0,4,20,29,7,0,1,0,0,0,0,61,6.6%   32.8%   47.5%   11.5%   1.6%,0,1,2023,519
MAT 124,Algorithms and programming 2,ENG,0,4,38,65,32,4,11,0,0,0,3,157,2.5%   24.2%   41.4%   20.4%   9.6%,1,1,2023,382
MAT 125,Discrete mathematics,ENG,1,10,39,33,59,6,25,0,0,0,1,173,5.8%   22.5%   19.1%   34.1%   17.9%,0,1,2023,173
MAT 125,Discrete mathematics,ENG,0,3,3,7,6,1,5,0,0,0,0,25,12%   12%   28%   24%   24%,1,1,2023,165
MAT 151,Linear Algebra,ENG,1,35,78,37,18,19,16,0,0,0,0,203,17.2%   38.4%   18.2%   8.9%   17.2%,0,1,2023,160
MAT 154,Mathematics for Computer Science 2,ENG,0,5,11,14,2,0,1,0,0,0,0,33,15.2%   33.3%   42.4%   6.1%   3%,0,1,2023,347
MAT 156,Discrete Mathematics,ENG,0,26,86,87,27,14,19,0,0,0,4,263,9.9%   32.7%   33.1%   10.3%   12.5%,0,1,2023,519
MAT 156,Discrete Mathematics,ENG,0,1,4,12,21,12,12,0,0,0,3,65,1.5%   6.2%   18.5%   32.3%   36.9%,1,1,2023,163
MAT 156,Discrete Mathematics,ENG,0,1,31,33,16,4,2,0,0,0,1,88,1.1%   35.2%   37.5%   18.2%   6.8%,1,1,2023,165
MAT 203,Mathematical analysis 3,ENG,1,16,21,24,19,7,12,0,0,0,0,99,16.2%   21.2%   24.2%   19.2%   19.2%,0,1,2023,166
MAT 203,Mathematical analysis 3,ENG,1,2,6,15,14,14,5,0,0,0,1,57,3.5%   10.5%   26.3%   24.6%   33.3%,0,1,2023,411
MAT 211,Abstract Algebra,ENG,0,0,1,3,6,10,7,0,0,0,1,28,0%   3.6%   10.7%   21.4%   60.7%,1,1,2023,443
MAT 213,Introduction to Real Analysis,ENG,1,2,5,9,32,5,14,0,0,0,0,67,3%   7.5%   13.4%   47.8%   28.4%,1,1,2023,156
MAT 213,Introduction to Real Analysis,ENG,1,1,12,13,9,3,6,0,0,0,0,44,2.3%   27.3%   29.5%   20.5%   20.5%,0,1,2023,446
MAT 218,Introduction to Numerical Analysis,ENG,1,7,32,18,16,4,11,0,0,0,1,89,7.9%   36%   20.2%   18%   16.9%,0,1,2023,170
MAT 251,Probability and Mathematical Statictics,ENG,0,81,131,59,41,11,45,0,0,0,2,370,21.9%   35.4%   15.9%   11.1%   15.1%,0,1,2023,70
MAT 251,Probability and Mathematical Statictics,ENG,1,13,54,117,82,22,74,0,0,0,4,366,3.6%   14.8%   32%   22.4%   26.2%,0,1,2023,582
MAT 251,Probability and Mathematical Statictics,ENG,0,26,23,22,10,5,6,0,0,0,0,92,28.3%   25%   23.9%   10.9%   12%,1,1,2023,169
MAT 254,Probability and Mathematical Statictics,ENG,1,10,18,13,3,0,6,0,0,0,1,51,19.6%   35.3%   25.5%   5.9%   11.8%,0,1,2023,247
MAT 254,Probability and Mathematical Statictics,ENG,0,18,37,17,17,3,11,0,0,0,1,104,17.3%   35.6%   16.3%   16.3%   13.5%,1,1,2023,583
MAT 303,Internship 1,ENG,0,93,10,0,0,0,13,0,0,0,0,116,80.2%   8.6%   0%   0%   11.2%,1,1,2023,520
MAT 312,Theory of Probablility and Mathematical Statistics,ENG,1,9,30,16,16,9,11,0,0,0,2,93,9.7%   32.3%   17.2%   17.2%   21.5%,1,1,2023,172
MAT 312,Theory of Probablility and Mathematical Statistics,ENG,1,6,4,5,21,4,11,0,0,0,0,51,11.8%   7.8%   9.8%   41.2%   29.4%,1,1,2023,171
MAT 315,Differential geometry and topology,ENG,1,2,2,1,1,0,3,0,0,0,1,10,20%   20%   10%   10%   30%,0,1,2023,391
MAT 320,Introduction to Partial Differential Equations,ENG,1,15,33,15,0,0,1,0,0,0,0,64,23.4%   51.6%   23.4%   0%   1.6%,1,1,2023,444
MAT 327,Internship 2,ENG,0,3,3,0,0,0,1,0,0,0,0,7,42.9%   42.9%   0%   0%   14.3%,1,1,2023,520
MAT 328,Internship 3,ENG,0,67,2,0,0,0,1,0,0,0,0,70,95.7%   2.9%   0%   0%   1.4%,1,1,2023,520
MAT 331,Optimization methods,ENG,0,2,16,7,11,1,6,0,0,0,1,44,4.5%   36.4%   15.9%   25%   15.9%,1,1,2023,584
MAT 332,Additional chapters of mathematical analysis,ENG,1,1,4,2,8,0,3,0,0,0,0,18,5.6%   22.2%   11.1%   44.4%   16.7%,0,1,2023,166
MAT 364,Cryptography,ENG,0,1,5,16,45,7,24,0,0,0,0,98,1%   5.1%   16.3%   45.9%   31.6%,1,1,2023,165
MAT 370,Methods of Scientific research,ENG,1,91,22,6,0,0,10,0,0,0,0,129,70.5%   17.1%   4.7%   0%   7.8%,0,1,2023,174
MAT 402,Graduation thesis,ENG,1,0,3,0,0,0,0,0,0,0,0,3,0%   100%   0%   0%   0%,0,1,2023,445
MAT 427,Enumerative Combinatorics,ENG,1,2,6,4,0,0,8,0,0,0,3,23,8.7%   26.1%   17.4%   0%   34.8%,0,1,2023,175
MAT 445,Game theory,ENG,1,1,5,9,30,0,5,0,0,0,0,50,2%   10%   18%   60%   10%,0,1,2023,446
MAT 448,Industrial project 1 (all),ENG,0,10,5,0,0,0,1,0,0,0,0,16,62.5%   31.3%   0%   0%   6.3%,1,1,2023,520
MAT 461,Actuarial principles and their applications,ENG,0,25,4,2,0,0,2,0,0,0,0,33,75.8%   12.1%   6.1%   0%   6.1%,0,1,2023,176
MAT 489,Mathematical modelling of economic processes,ENG,0,3,23,4,0,0,0,0,0,0,0,30,10%   76.7%   13.3%   0%   0%,0,1,2023,176
MAT 519,Geometric and functional inequalities on Lie groups,ENG,1,1,1,7,13,1,0,0,0,0,0,23,4.3%   4.3%   30.4%   56.5%   4.3%,0,1,2023,174
MAT 665,Representation Theory,ENG,1,0,28,9,0,0,2,0,0,0,0,39,0%   71.8%   23.1%   0%   5.1%,0,1,2023,154
MCM 103,Calculus 1,ENG,1,6,21,38,36,11,1,0,0,0,0,113,5.3%   18.6%   33.6%   31.9%   10.6%,1,1,2023,159
MCM 103,Calculus 1,ENG,1,6,14,15,8,9,5,0,0,0,0,57,10.5%   24.6%   26.3%   14%   24.6%,1,1,2023,157
MCM 203,Calculus 3,ENG,1,4,12,10,25,1,0,0,0,0,0,52,7.7%   23.1%   19.2%   48.1%   1.9%,1,1,2023,159
MCM 204,Ordinary differential equations,ENG,1,10,6,5,8,1,1,0,0,0,0,31,32.3%   19.4%   16.1%   25.8%   6.5%,1,1,2023,155
MCM 302,Numerical methods,ENG,1,3,13,4,1,0,2,0,0,0,0,23,13%   56.5%   17.4%   4.3%   8.7%,0,1,2023,170
MCM 304,Internship 1,ENG,0,24,0,0,0,0,3,0,0,0,0,27,88.9%   0%   0%   0%   11.1%,1,1,2023,520
MCM 401,Internship 3,ENG,0,49,4,0,0,0,0,0,0,0,0,53,92.5%   7.5%   0%   0%   0%,1,1,2023,520
MCM 448,Industrial project 1 (all),ENG,0,13,6,1,0,0,0,0,0,0,0,20,65%   30%   5%   0%   0%,1,1,2023,520
MDE 103,Foreign Language 1 (English for Academic Purposes - B1 level ),MDE,0,5,16,9,1,0,1,0,0,0,0,32,15.6%   50%   28.1%   3.1%   3.1%,1,1,2023,473
MDE 104,Foreign Language 1 (English for Academic Purposes - B2 level),MDE,0,4,4,3,1,0,0,0,0,0,0,12,33.3%   33.3%   25%   8.3%   0%,1,1,2023,183
MDE 104,Foreign Language 1 (English for Academic Purposes - B2 level),MDE,0,7,11,6,2,0,0,0,0,0,0,26,26.9%   42.3%   23.1%   7.7%   0%,1,1,2023,181
MDE 107,Foreign Language 1 (General English - A1 level),MDE,0,22,43,18,12,7,4,0,0,0,10,116,19%   37.1%   15.5%   10.3%   9.5%,1,1,2023,464
MDE 107,Foreign Language 1 (General English - A1 level),LAW,0,8,3,2,3,1,1,0,0,0,0,18,44.4%   16.7%   11.1%   16.7%   11.1%,1,1,2023,183
MDE 107,Foreign Language 1 (General English - A1 level),MDE,0,12,19,4,0,0,1,0,0,0,0,36,33.3%   52.8%   11.1%   0%   2.8%,1,1,2023,474
MDE 107,Foreign Language 1 (General English - A1 level),LAW,0,0,6,6,3,2,0,0,0,0,0,17,0%   35.3%   35.3%   17.6%   11.8%,1,1,2023,585
