Code,Title,Dept,Level,A,B,C,D,F,FX,Pass,Not pass,IP,W,Total,#VALUE!,Gender,Semester,Year,teacher_id
TRA 217,Major Foreign Language (B2): English in Intercultural Communication Contexts -1,PED,0,20,55,31,6,2,3,0,0,0,0,117,17.1%   47%   26.5%   5.1%   4.3%,1,2,2021,286
TRA 457,Еntrepreneurship,PED,0,127,63,30,4,0,3,0,0,0,0,227,55.9%   27.8%   13.2%   1.8%   1.3%,1,2,2021,286
PED 380,Methods of teaching mathematics and STEM,PED,0,26,22,16,1,0,4,0,0,0,0,69,37.7%   31.9%   23.2%   1.4%   5.8%,1,2,2021,259
PED 455,Improving the methodical training of future teachers.,PED,0,22,6,4,1,0,3,0,0,0,0,36,61.1%   16.7%   11.1%   2.8%   8.3%,1,2,2021,259
INF 361,Information Theory,ENG,1,40,29,15,5,0,10,0,0,0,1,100,40%   29%   15%   5%   10%,0,2,2021,23
CSS 380,Industrial practice 1,ENG,0,0,0,0,0,0,0,334,71,0,1,406,0%   0%   0%   0%   0%,0,2,2021,80
CSS 391,Internship 1,ENG,0,12,7,0,1,0,7,0,0,0,0,27,44.4%   25.9%   0%   3.7%   25.9%,0,2,2021,80
CSS 450,Industrial project (Introduction),ENG,0,120,3,2,0,0,0,0,0,0,0,125,96%   2.4%   1.6%   0%   0%,0,2,2021,80
CSS 451,Industrial project (Development),ENG,0,187,12,2,0,0,4,0,0,0,0,205,91.2%   5.9%   1%   0%   2%,0,2,2021,80
CSS 452,Industrial project (Design),ENG,0,188,12,2,0,0,4,0,0,0,0,206,91.3%   5.8%   1%   0%   1.9%,0,2,2021,80
CSS 454,Industrial project (Maintenance),ENG,0,70,9,1,0,0,4,0,0,0,0,84,83.3%   10.7%   1.2%   0%   4.8%,0,2,2021,80
INF 415,Leadership in IT,ENG,0,43,3,1,3,0,3,0,0,0,0,53,81.1%   5.7%   1.9%   5.7%   5.7%,0,2,2021,80
MAT 104,Linear Algebra and Analytic Geometry,ENG,1,38,64,49,36,13,12,0,0,0,0,212,17.9%   30.2%   23.1%   17%   11.8%,0,2,2021,334
MAT 521,Algebraic structures,ENG,1,1,7,2,0,0,3,0,0,0,0,13,7.7%   53.8%   15.4%   0%   23.1%,0,2,2021,334
MCM 202,Mathematical analysis 3,PED,1,8,20,15,7,0,3,0,0,0,0,53,15.1%   37.7%   28.3%   13.2%   5.7%,0,2,2021,156
KZL 343,Kazakh literature of the XIX century,PED,1,14,11,1,4,0,1,0,0,0,0,31,45.2%   35.5%   3.2%   12.9%   3.2%,1,2,2021,116
KZP 344,Modern Kazakh literature,PED,1,15,13,21,8,0,2,0,0,0,0,59,25.4%   22%   35.6%   13.6%   3.4%,1,2,2021,116
ECO 610,Corporate Financial management,BS,0,10,4,0,0,0,0,0,0,0,0,14,71.4%   28.6%   0%   0%   0%,0,2,2021,335
FIN 303,Fundamentals of Financial Management,BS,0,7,0,0,0,0,0,0,0,0,0,7,100%   0%   0%   0%   0%,0,2,2021,335
PED 557,Use of computer educational resources in teaching mathematics,PED,1,17,42,0,0,0,6,0,0,0,0,65,26.2%   64.6%   0%   0%   9.2%,0,2,2021,336
MAT 201,Discrete mathematics,ENG,1,4,11,20,30,2,29,0,0,0,1,97,4.1%   11.3%   20.6%   30.9%   32%,0,2,2021,173
MAT 108,Algebra,ENG,1,3,19,28,64,18,20,0,0,0,7,159,1.9%   11.9%   17.6%   40.3%   23.9%,0,2,2021,154
MDE 166,Еntrepreneurship,ENG,0,4,47,0,0,0,0,0,0,0,0,51,7.8%   92.2%   0%   0%   0%,0,2,2021,337
TFL 333,Critical thinking strategies,PED,0,1,13,27,17,3,7,0,0,0,0,68,1.5%   19.1%   39.7%   25%   14.7%,1,2,2021,292
JUR 404,Media and Politics,LAW,0,11,6,7,10,1,5,0,0,0,0,40,27.5%   15%   17.5%   25%   15%,0,2,2021,109
JUR 428,Content strategy and development,LAW,0,7,12,5,10,3,3,0,0,0,0,40,17.5%   30%   12.5%   25%   15%,0,2,2021,109
JUR 607,"Media, Activism and Social Change",LAW,0,7,2,2,0,0,0,0,0,0,0,11,63.6%   18.2%   18.2%   0%   0%,0,2,2021,109
KZL 621,Methodological foundations of teaching Kazakh literature,PED,1,4,14,3,0,0,0,0,0,0,0,21,19%   66.7%   14.3%   0%   0%,1,2,2021,118
KZL 740,Scientific Research Methods,PED,1,0,2,0,0,0,0,0,0,0,0,2,0%   100%   0%   0%   0%,1,2,2021,118
MAN 423,Business Communication,BS,0,24,3,1,1,0,0,0,0,0,0,29,82.8%   10.3%   3.4%   3.4%   0%,0,2,2021,338
MDE 190,Foreign Language 1 (English for Specific Purposes - B1 level ),MDE,0,9,29,21,5,0,3,0,0,0,1,68,13.2%   42.6%   30.9%   7.4%   4.4%,1,2,2021,225
CSS 503,Advanced Programming Technologies,ENG,1,25,17,3,2,2,0,0,0,0,0,49,51%   34.7%   6.1%   4.1%   4.1%,0,2,2021,33
CSS 216,Mobile Programming,ENG,0,13,21,13,8,3,18,0,0,0,2,78,16.7%   26.9%   16.7%   10.3%   26.9%,0,2,2021,76
CSS 223,C# Object Oriented Programming,ENG,0,8,6,2,1,1,10,0,0,0,1,29,27.6%   20.7%   6.9%   3.4%   37.9%,0,2,2021,76
MAT 460,Theory of interest rates and random processes in life insurance,ENG,0,20,6,0,1,0,5,0,0,0,0,32,62.5%   18.8%   0%   3.1%   15.6%,0,2,2021,176
MAT 461,Actuarial principles and their applications,ENG,0,3,3,3,3,0,6,0,0,0,0,18,16.7%   16.7%   16.7%   16.7%   33.3%,0,2,2021,176
MDE 171,Modern History of Kazakhstan,MDE,0,223,336,141,16,0,22,0,0,0,0,738,30.2%   45.5%   19.1%   2.2%   3%,0,2,2021,219
ECO 303,International Economics,BS,1,2,1,1,1,0,0,0,0,0,0,5,40%   20%   20%   20%   0%,0,2,2021,46
ECO 633,International business,BS,1,7,0,0,0,0,0,0,0,0,0,7,100%   0%   0%   0%   0%,0,2,2021,46
MAN 308,Human Resource Management,BS,1,11,2,2,2,5,2,0,0,0,0,24,45.8%   8.3%   8.3%   8.3%   29.2%,0,2,2021,46
KZL 125,Phonetics and orthography of modern Kazakh language,PED,1,7,6,11,1,0,0,0,0,0,0,25,28%   24%   44%   4%   0%,1,2,2021,114
KZL 204,Historical grammar of the Kazakh language,PED,1,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,1,2,2021,114
MDE 160,Community engagement and value based Society 1,PED,1,0,0,0,0,0,0,37,0,0,0,37,0%   0%   0%   0%   0%,1,2,2021,114
PED 298,Educational and introductory practice,PED,1,9,36,5,0,0,0,0,0,0,0,50,18%   72%   10%   0%   0%,1,2,2021,241
PED 474,Methods of teaching chemistry and STEM,PED,1,29,14,3,2,0,0,0,0,0,0,48,60.4%   29.2%   6.3%   4.2%   0%,1,2,2021,241
MDE 177,Turkish Language 1 (А1 level),PED,1,8,26,2,0,0,0,0,0,0,0,36,22.2%   72.2%   5.6%   0%   0%,0,2,2021,223
CSS 704,Research Methods,ENG,1,2,1,0,0,0,0,0,0,0,0,3,66.7%   33.3%   0%   0%   0%,0,2,2021,39
MAT 445,Game theory,ENG,1,24,29,11,6,0,13,0,0,0,0,83,28.9%   34.9%   13.3%   7.2%   15.7%,0,2,2021,160
HIS 407,Methodology of historical science research,LAW,1,2,6,7,2,0,1,0,0,0,0,18,11.1%   33.3%   38.9%   11.1%   5.6%,1,2,2021,68
HIS 417,Methods of Teaching History,LAW,1,4,6,5,2,0,1,0,0,0,0,18,22.2%   33.3%   27.8%   11.1%   5.6%,1,2,2021,68
HPE 105,Ancient and medieval history of Kazakhstan,LAW,1,5,5,0,1,0,0,0,0,0,0,11,45.5%   45.5%   0%   9.1%   0%,1,2,2021,68
HPE 105,Ancient and medieval history of Kazakhstan,PED,1,5,5,0,1,0,0,0,0,0,0,11,45.5%   45.5%   0%   9.1%   0%,1,2,2021,68
MDE 111,Kazakh Language 1 (А1 level/ for foreigners),ENG,0,3,1,2,0,0,2,0,0,0,2,10,30%   10%   20%   0%   20%,1,2,2021,185
MDE 113,Kazakh Language 1 (B1 level),MDE,0,17,12,2,1,1,3,0,0,0,0,36,47.2%   33.3%   5.6%   2.8%   11.1%,1,2,2021,185
MDE 103,Foreign Language 1 (English for Specific Purposes - B1 level ),MDE,0,26,23,2,0,0,0,0,0,0,0,51,51%   45.1%   3.9%   0%   0%,1,2,2021,180
MDE 110,Foreign Language 2 (General English - A2+ level),MDE,0,1,13,3,0,0,0,0,0,0,0,17,5.9%   76.5%   17.6%   0%   0%,1,2,2021,180
MDE 188,Foreign Language 2 (English for Specific Purposes - B1+ level ),PED,0,14,32,3,0,0,0,0,0,0,0,49,28.6%   65.3%   6.1%   0%   0%,1,2,2021,180
CSS 214,Introduction to iOS Programming,ENG,1,1,2,4,6,4,22,0,0,0,4,43,2.3%   4.7%   9.3%   14%   60.5%,0,2,2021,85
CSS 890,Scientific & Research Practice,ENG,1,6,0,0,1,0,1,0,0,0,0,8,75%   0%   0%   12.5%   12.5%,0,2,2021,85
LAW 127,Introduction to law,LAW,0,6,3,3,8,1,2,0,0,0,0,23,26.1%   13%   13%   34.8%   13%,0,2,2021,127
ACC 407,Enterprise Resource Planning,BS,1,50,43,23,46,1,7,0,0,0,0,170,29.4%   25.3%   13.5%   27.1%   4.7%,0,2,2021,49
CSS 220,Advanced Algorithms,ENG,0,1,2,8,5,2,2,0,0,0,0,20,5%   10%   40%   25%   20%,0,2,2021,7
INF 231,Web programming: front end,ENG,0,50,47,39,28,8,40,0,0,0,0,212,23.6%   22.2%   18.4%   13.2%   22.6%,0,2,2021,77
LAW 649,Introduction to IT,LAW,0,4,0,1,0,0,1,0,0,0,0,6,66.7%   0%   16.7%   0%   16.7%,1,2,2021,339
PED 341,Computer networks,PED,0,0,5,27,3,2,2,0,0,0,0,39,0%   12.8%   69.2%   7.7%   10.3%,1,2,2021,339
MDE 123,Russian Language 1 (B1 level),MDE,1,23,49,48,8,0,13,0,0,0,0,141,16.3%   34.8%   34%   5.7%   9.2%,1,2,2021,195
MAT 481,Academic training 1,ENG,0,12,3,0,0,0,0,0,0,0,0,15,80%   20%   0%   0%   0%,1,2,2021,169
MAT 482,Academic training 2,ENG,0,12,2,1,0,0,0,0,0,0,0,15,80%   13.3%   6.7%   0%   0%,1,2,2021,169
MAT 890,Scientific & Research Practice,ENG,0,2,0,0,0,0,1,0,0,0,0,3,66.7%   0%   0%   0%   33.3%,1,2,2021,169
MAN 899,Pedagogical practice in Higher Education,BS,0,0,1,0,0,0,0,0,0,0,0,1,0%   100%   0%   0%   0%,1,2,2021,57
TRA 455,Simultaneous Interpretation,PED,0,15,14,4,0,0,1,0,0,0,0,34,44.1%   41.2%   11.8%   0%   2.9%,0,2,2021,306
TFL 438,Assessment in Foreign Language Teaching,PED,0,9,12,14,9,4,5,0,0,0,0,53,17%   22.6%   26.4%   17%   17%,0,2,2021,279
TFL 439,Practice of English Language Teaching: Peer Teaching,PED,0,8,34,8,5,0,3,0,0,0,0,58,13.8%   58.6%   13.8%   8.6%   5.2%,0,2,2021,279
CSS 525,Foundations of Data Science,ENG,1,7,2,0,1,0,4,0,0,0,0,14,50%   14.3%   0%   7.1%   28.6%,0,2,2021,40
PED 501,Professional Development of Mathematics Teachers` Skills,PED,1,19,19,17,3,0,7,0,0,0,0,65,29.2%   29.2%   26.2%   4.6%   10.8%,0,2,2021,257
PED 505,Training to solve complex problems,PED,1,28,19,10,1,1,6,0,0,0,0,65,43.1%   29.2%   15.4%   1.5%   10.8%,0,2,2021,257
PED 631,Didactical foundations in Mathematics education,PED,1,1,0,0,0,0,1,0,0,0,0,2,50%   0%   0%   0%   50%,0,2,2021,257
MDE 137,Turkish Language 3 (B2 level),MDE,1,11,11,4,2,1,6,0,0,0,0,35,31.4%   31.4%   11.4%   5.7%   20%,1,2,2021,213
TFL 146,Foreıgn Language (second) -1 (A2-B1): Turkish,PED,1,12,12,20,10,0,0,0,0,0,0,54,22.2%   22.2%   37%   18.5%   0%,1,2,2021,213
TFL 208,Second FL(3)- Turkish (B1),PED,1,4,8,12,8,0,1,0,0,0,0,33,12.1%   24.2%   36.4%   24.2%   3%,1,2,2021,213
TFL 441,Micro Teaching in Foreign Language (Second) - 6 : Turkish (B1-B2),PED,1,20,25,10,6,0,0,0,0,0,0,61,32.8%   41%   16.4%   9.8%   0%,1,2,2021,213
PED 338,Human Anatomy and Physiology,PED,0,0,8,39,20,6,1,0,0,0,0,74,0%   10.8%   52.7%   27%   9.5%,1,2,2021,248
ECO 315,Introduction to Python,BS,0,12,12,31,28,3,16,0,0,0,0,102,11.8%   11.8%   30.4%   27.5%   18.6%,1,2,2021,55
ACC 207,Principles of Accounting,BS,0,52,61,51,36,13,27,0,0,0,0,240,21.7%   25.4%   21.3%   15%   16.7%,1,2,2021,62
LAW 127,Introduction to law,LAW,1,6,10,9,15,0,2,0,0,0,0,42,14.3%   23.8%   21.4%   35.7%   4.8%,1,2,2021,124
LAW 386,Labour relations and labour disputes,LAW,1,17,9,7,0,2,0,0,0,0,0,35,48.6%   25.7%   20%   0%   5.7%,1,2,2021,124
LAW 473,Attorney and professional ethics of a lawyer,LAW,1,18,16,6,2,0,9,0,0,0,0,51,35.3%   31.4%   11.8%   3.9%   17.6%,1,2,2021,124
ECO 493,Undergraduate Dissertation,BS,0,0,0,2,0,0,0,0,0,0,0,2,0%   0%   100%   0%   0%,1,2,2021,340
IRN 452,Nationalism and Religion,LAW,1,29,2,0,0,0,3,0,0,0,0,34,85.3%   5.9%   0%   0%   8.8%,0,2,2021,93
LAW 256,Human Rights and Civil Liberties,LAW,1,89,0,0,0,0,17,0,0,0,0,106,84%   0%   0%   0%   16%,0,2,2021,93
MAT 364,Cryptography,ENG,0,15,14,10,1,0,19,0,0,0,1,60,25%   23.3%   16.7%   1.7%   31.7%,0,2,2021,19
MAR 313,Brand Management,BS,0,5,33,28,5,2,9,0,0,0,0,82,6.1%   40.2%   34.1%   6.1%   13.4%,1,2,2021,148
KZL 351,Educational practice (Theory and Methods of Educational Work),PED,1,21,7,0,0,0,1,0,0,0,0,29,72.4%   24.1%   0%   0%   3.4%,1,2,2021,111
KZL 629,Analysis and interpretation of poetic texts,PED,1,3,12,2,3,1,0,0,0,0,0,21,14.3%   57.1%   9.5%   14.3%   4.8%,1,2,2021,111
KZP 346,Literature of Independence Period,PED,1,11,8,8,5,0,2,0,0,0,0,34,32.4%   23.5%   23.5%   14.7%   5.9%,1,2,2021,111
PHT 111,Formation of speech skills and networking,PED,1,4,2,0,0,0,0,0,0,0,0,6,66.7%   33.3%   0%   0%   0%,1,2,2021,111
LAW 301,International Public Law,LAW,1,7,6,3,3,0,2,0,0,0,0,21,33.3%   28.6%   14.3%   14.3%   9.5%,1,2,2021,341
MAR 305,Marketing Research,BS,0,4,10,21,11,5,6,0,0,0,0,57,7%   17.5%   36.8%   19.3%   19.3%,1,2,2021,342
MAR 311,Marketing Management,BS,0,22,1,0,0,0,0,0,0,0,0,23,95.7%   4.3%   0%   0%   0%,1,2,2021,342
MAR 317,Introduction to Digital Marketing,BS,0,20,24,19,12,5,6,0,0,0,0,86,23.3%   27.9%   22.1%   14%   12.8%,1,2,2021,342
TFL 144,Foreıgn Language (second) -1 (A1): Chinese,PED,0,20,10,5,3,2,0,0,0,0,1,41,48.8%   24.4%   12.2%   7.3%   4.9%,1,2,2021,281
TFL 206,Second FL(3)- Chinese (A2-B1),PED,0,5,7,6,7,2,1,0,0,0,0,28,17.9%   25%   21.4%   25%   10.7%,1,2,2021,281
TFL 443,Micro Teaching in Foreign Language (Second) - 6 : Chinese (B1-B2),PED,0,12,14,3,0,0,2,0,0,0,0,31,38.7%   45.2%   9.7%   0%   6.5%,1,2,2021,281
CSS 345,Advanced computer architecture,ENG,1,2,15,18,9,1,18,0,0,0,1,64,3.1%   23.4%   28.1%   14.1%   29.7%,1,2,2021,18
PED 265,Ecology and Life Security Precautions,PED,1,9,33,29,12,2,1,0,0,0,0,86,10.5%   38.4%   33.7%   14%   3.5%,1,2,2021,245
PED 336,Environmental chemistry,PED,1,14,31,18,4,0,4,0,0,0,0,71,19.7%   43.7%   25.4%   5.6%   5.6%,1,2,2021,245
TFL 262,Second FL(3)- German (A2-B1),PED,0,10,25,16,1,1,2,0,0,0,0,55,18.2%   45.5%   29.1%   1.8%   5.5%,1,2,2021,296
MDE 123,Russian Language 1 (B1 level),MDE,0,102,40,18,5,0,10,0,0,0,0,175,58.3%   22.9%   10.3%   2.9%   5.7%,1,2,2021,196
TFL 715,Intercultural Communication Research in TESOL,PED,1,2,1,0,0,0,0,0,0,0,0,3,66.7%   33.3%   0%   0%   0%,1,2,2021,301
TRA 103,Foreign language (В1) ENGLISH - 1,PED,0,3,7,5,4,2,0,0,0,0,0,21,14.3%   33.3%   23.8%   19%   9.5%,1,2,2021,265
TFL 631,Qualitative Methods in Educational Research,PED,1,34,16,4,3,2,3,0,0,0,0,62,54.8%   25.8%   6.5%   4.8%   8.1%,1,2,2021,299
PED 436,Management in education,PED,0,86,73,17,7,2,6,0,0,0,0,191,45%   38.2%   8.9%   3.7%   4.2%,1,2,2021,47
TFL 150,Foreıgn Language (second) -1 (A1): French,PED,0,19,18,4,2,0,2,0,0,0,0,45,42.2%   40%   8.9%   4.4%   4.4%,1,2,2021,282
TFL 204,Second FL(3)- French (A2-B1),PED,0,1,8,7,1,0,4,0,0,0,0,21,4.8%   38.1%   33.3%   4.8%   19%,1,2,2021,282
TRA 405,Scientific and technical translation,PED,0,10,0,0,0,0,1,0,0,0,0,11,90.9%   0%   0%   0%   9.1%,1,2,2021,343
KZL 320,Digital technologies in education,PED,1,18,5,3,2,0,1,0,0,0,0,29,62.1%   17.2%   10.3%   6.9%   3.4%,1,2,2021,112
KZL 611,Digital Literacy in Science and Education,PED,1,9,6,4,2,0,0,0,0,0,0,21,42.9%   28.6%   19%   9.5%   0%,1,2,2021,112
KZP 316,History and theory of Kazakh writing,PED,1,9,6,3,7,0,1,0,0,0,0,26,34.6%   23.1%   11.5%   26.9%   3.8%,1,2,2021,112
MAT 105,Introductory mathematics,ENG,0,0,0,0,0,0,0,170,35,0,0,205,0%   0%   0%   0%   0%,1,2,2021,158
IRN 105,Introduction to International Relations,LAW,1,23,15,15,12,5,2,0,0,0,0,72,31.9%   20.8%   20.8%   16.7%   9.7%,0,2,2021,95
IRN 209,International Relations Theories,LAW,1,14,7,15,18,2,5,0,0,0,0,61,23%   11.5%   24.6%   29.5%   11.5%,0,2,2021,95
ECO 203,Statistics - I,BS,1,4,0,0,0,0,0,0,0,0,0,4,100%   0%   0%   0%   0%,0,2,2021,56
ECO 503,Microeconomic analysis,BS,1,4,0,0,0,0,0,0,0,0,0,4,100%   0%   0%   0%   0%,0,2,2021,56
MDE 131,Turkish Language 1 (А1 level),MDE,0,83,111,34,5,1,8,0,0,0,0,242,34.3%   45.9%   14%   2.1%   3.7%,0,2,2021,202
ECO 103,Mathematics for Economics,BS,0,13,6,15,7,4,8,0,0,0,0,53,24.5%   11.3%   28.3%   13.2%   22.6%,0,2,2021,344
TFL 129,Reading and Writing 1,PED,0,13,12,6,6,2,0,0,0,0,2,41,31.7%   29.3%   14.6%   14.6%   4.9%,1,2,2021,268
TRA 103,Foreign language (В1) ENGLISH - 1,PED,0,33,21,3,3,1,1,0,0,0,0,62,53.2%   33.9%   4.8%   4.8%   3.2%,1,2,2021,268
FIN 308,Portfolio Management (CFA),BS,0,4,3,5,34,7,9,0,0,0,0,62,6.5%   4.8%   8.1%   54.8%   25.8%,0,2,2021,63
FIN 317,Fixed Income Securities (CFA),BS,0,40,1,6,1,0,3,0,0,0,0,51,78.4%   2%   11.8%   2%   5.9%,0,2,2021,63
PED 441,Methodology of teaching Informatics,PED,0,9,15,7,2,1,3,0,0,0,0,37,24.3%   40.5%   18.9%   5.4%   10.8%,1,2,2021,235
CSS 356,Introduction to IoT,ENG,0,13,8,6,0,0,15,0,0,0,1,43,30.2%   18.6%   14%   0%   34.9%,1,2,2021,75
INF 314,Computer networks 2,ENG,0,3,4,2,2,0,5,0,0,0,0,16,18.8%   25%   12.5%   12.5%   31.3%,1,2,2021,75
IRN 308,Foreign Language of Specialization - II (French European),LAW,0,1,0,0,1,0,0,0,0,0,0,2,50%   0%   0%   50%   0%,0,2,2021,94
IRN 320,Foreign Policy of Kazakhstan,LAW,0,8,5,10,11,0,2,0,0,0,0,36,22.2%   13.9%   27.8%   30.6%   5.6%,0,2,2021,94
IRN 328,Research Methods,LAW,0,1,0,0,0,0,1,0,0,0,0,2,50%   0%   0%   0%   50%,0,2,2021,94
IRN 337,The Fight Against International Terrorism,LAW,0,1,0,0,0,0,1,0,0,0,0,2,50%   0%   0%   0%   50%,0,2,2021,94
IRN 354,Geopolitics and Regional Integration,LAW,0,1,1,0,0,0,1,0,0,0,0,3,33.3%   33.3%   0%   0%   33.3%,0,2,2021,94
IRN 440,Global Sustainable Devolopment,LAW,0,8,12,6,4,2,4,0,0,0,0,36,22.2%   33.3%   16.7%   11.1%   16.7%,0,2,2021,94
IRN 452,Nationalism and Religion,LAW,0,1,0,0,0,0,0,0,0,0,0,1,100%   0%   0%   0%   0%,0,2,2021,94
IRN 466,Contemporary Issues in International Relations,LAW,0,1,1,0,0,0,0,0,0,0,0,2,50%   50%   0%   0%   0%,0,2,2021,94
IRN 497,Writing and defense of diploma,LAW,0,0,0,3,0,0,0,0,0,0,0,3,0%   0%   100%   0%   0%,0,2,2021,94
IRN 498,Pre-research/Field internship,LAW,0,0,0,2,1,0,0,0,0,0,0,3,0%   0%   66.7%   33.3%   0%,0,2,2021,94
TFL 449,Micro Teaching in Foreign Language (Second) - 6 : Korean (B1-B2),PED,1,22,10,0,0,0,1,0,0,0,0,33,66.7%   30.3%   0%   0%   3%,0,2,2021,290
CSS 465,Project Management,ENG,0,79,12,1,0,8,1,0,0,0,0,101,78.2%   11.9%   1%   0%   8.9%,0,2,2021,84
CSS 634,Deep Learning,ENG,0,6,0,0,0,0,0,0,0,0,0,6,100%   0%   0%   0%   0%,0,2,2021,84
INF 339,Introduction to Natural Language Processing,ENG,0,38,4,0,0,2,0,0,0,0,0,44,86.4%   9.1%   0%   0%   4.5%,0,2,2021,84
MAT 429,Contemporary Algebra,ENG,1,10,10,0,0,0,2,0,0,0,0,22,45.5%   45.5%   0%   0%   9.1%,0,2,2021,345
MAT 524,Neural networks,ENG,1,5,0,0,0,0,0,0,0,0,0,5,100%   0%   0%   0%   0%,0,2,2021,345
MDE 190,Foreign Language 1 (English for Specific Purposes - B1 level ),ENG,0,31,44,39,8,10,12,0,0,0,1,145,21.4%   30.3%   26.9%   5.5%   15.2%,0,2,2021,227
CSS 439,Distributed Big Data Systems,ENG,0,3,3,5,1,2,16,0,0,0,2,32,9.4%   9.4%   15.6%   3.1%   56.3%,1,2,2021,25
CSS 615,Big Data Analytics,ENG,0,14,5,0,0,5,3,0,0,0,0,27,51.9%   18.5%   0%   0%   29.6%,1,2,2021,25
TFL 138,Pedagogy,PED,1,128,72,15,3,1,6,0,0,0,0,225,56.9%   32%   6.7%   1.3%   3.1%,0,2,2021,305
TFL 725,Teaching practice-1,PED,1,0,0,0,0,0,0,3,0,0,0,3,0%   0%   0%   0%   0%,0,2,2021,305
PED 354,Molecular biology,PED,0,55,27,2,0,0,1,0,0,0,0,85,64.7%   31.8%   2.4%   0%   1.2%,0,2,2021,346
IRN 308,Foreign Language of Specialization - II (French European),LAW,0,4,7,2,2,0,5,0,0,0,1,21,19%   33.3%   9.5%   9.5%   23.8%,1,2,2021,99
IRN 325,Foreign Language of Specialization - I (French European),LAW,0,8,6,6,2,0,2,0,0,0,0,24,33.3%   25%   25%   8.3%   8.3%,1,2,2021,99
TFL 204,Second FL(3)- French (A2-B1),PED,0,4,11,13,2,2,1,0,0,0,0,33,12.1%   33.3%   39.4%   6.1%   9.1%,1,2,2021,99
TFL 445,Micro Teaching in Foreign Language (Second) - 6 : French (B1-B2),PED,0,31,23,17,6,1,4,0,0,0,0,82,37.8%   28%   20.7%   7.3%   6.1%,1,2,2021,99
MDE 133,Turkish Language 3 (А2 level),MDE,0,48,64,20,6,0,5,0,0,0,1,144,33.3%   44.4%   13.9%   4.2%   3.5%,0,2,2021,209
MDE 135,Turkish Language 1 (B1 level),MDE,0,26,0,2,0,0,2,0,0,0,0,30,86.7%   0%   6.7%   0%   6.7%,0,2,2021,209
MDE 177,Turkish Language 1 (А1 level),PED,0,22,10,4,0,0,0,0,0,0,0,36,61.1%   27.8%   11.1%   0%   0%,0,2,2021,209
KZL 123,Fundamentals of Linguistics,PED,1,6,12,11,1,0,0,0,0,0,0,30,20%   40%   36.7%   3.3%   0%,1,2,2021,120
KZL 205,Lexicology and phraseology of modern Kazakh language,PED,1,0,4,2,2,0,0,0,0,0,0,8,0%   50%   25%   25%   0%,1,2,2021,120
KZL 423,Text linguistics and discourse,PED,1,4,9,8,11,0,3,0,0,0,0,35,11.4%   25.7%   22.9%   31.4%   8.6%,1,2,2021,120
KZL 619,Discourse and Intercultural Communication,PED,1,10,3,6,2,0,0,0,0,0,0,21,47.6%   14.3%   28.6%   9.5%   0%,1,2,2021,120
KZL 627,The theoretical foundations of periodization of the history of the formation of language,PED,1,11,5,3,1,0,0,0,0,0,0,20,55%   25%   15%   5%   0%,1,2,2021,120
KZP 425,Corpus linguistics,PED,1,6,6,4,10,0,0,0,0,0,0,26,23.1%   23.1%   15.4%   38.5%   0%,1,2,2021,120
TFL 129,Reading and Writing 1,PED,0,14,21,5,5,0,2,0,0,0,0,47,29.8%   44.7%   10.6%   10.6%   4.3%,1,2,2021,274
MAT 156,Discrete Mathematics,ENG,0,0,1,3,1,0,1,0,0,0,0,6,0%   16.7%   50%   16.7%   16.7%,0,2,2021,347
MAT 201,Discrete mathematics,ENG,0,4,9,18,13,4,10,0,0,0,0,58,6.9%   15.5%   31%   22.4%   24.1%,0,2,2021,347
MAT 443,Graph Theory,ENG,0,1,11,34,12,4,14,0,0,0,1,77,1.3%   14.3%   44.2%   15.6%   23.4%,0,2,2021,347
MAN 413,Data Analysis in Business and Economics,BS,1,15,10,5,3,0,3,0,0,0,0,36,41.7%   27.8%   13.9%   8.3%   8.3%,0,2,2021,149
MDE 191,Foreign Language 2 (English for Specific Purposes - B1+ level ),ENG,0,2,11,9,1,1,2,0,0,0,0,26,7.7%   42.3%   34.6%   3.8%   11.5%,0,2,2021,348
TFL 437,English for Academic Purposes,PED,0,6,12,8,10,3,0,0,0,0,0,39,15.4%   30.8%   20.5%   25.6%   7.7%,0,2,2021,348
MDE 131,Turkish Language 1 (А1 level),MDE,1,25,23,11,1,0,1,0,0,0,0,61,41%   37.7%   18%   1.6%   1.6%,0,2,2021,203
MDE 133,Turkish Language 3 (А2 level),MDE,1,16,26,17,9,0,2,0,0,0,0,70,22.9%   37.1%   24.3%   12.9%   2.9%,0,2,2021,203
MDE 177,Turkish Language 1 (А1 level),PED,1,50,15,1,1,0,0,0,0,0,0,67,74.6%   22.4%   1.5%   1.5%   0%,0,2,2021,203
ECO 203,Statistics - I,BS,0,10,12,10,2,2,0,0,0,0,0,36,27.8%   33.3%   27.8%   5.6%   5.6%,1,2,2021,349
TFL 333,Critical thinking strategies,PED,1,6,50,42,29,8,6,0,0,0,0,141,4.3%   35.5%   29.8%   20.6%   9.9%,1,2,2021,295
TFL 439,Practice of English Language Teaching: Peer Teaching,PED,1,10,28,12,3,2,10,0,0,0,0,65,15.4%   43.1%   18.5%   4.6%   18.5%,1,2,2021,295
MDE 123,Russian Language 1 (B1 level),MDE,0,118,0,0,0,0,0,0,0,0,0,118,100%   0%   0%   0%   0%,1,2,2021,197
