Code,Subject,Dept,Level,A,B,C,D,FX,F,Pass,Not Pass,IP,W,Total,%,Gender,Semester,Year,teacher_id
IRN 445,Foreign Language of Specialization (French European),LAW,0,3,4,7,4,0,1,0,0,0,0,19,15.8%   21.1%   36.8%   21.1%   5.3%,1,1,2022,426
IRN 445,Foreign Language of Specialization (French European),LAW,0,2,0,0,0,0,0,0,0,0,0,2,100%   0%   0%   0%   0%,0,1,2022,94
IRN 453,Nationalism and Religion,LAW,1,29,0,0,0,0,1,0,0,0,0,30,96.7%   0%   0%   0%   3.3%,0,1,2022,93
IRN 453,Nationalism and Religion,LAW,0,2,0,0,0,0,0,0,0,0,0,2,100%   0%   0%   0%   0%,0,1,2022,94
IRN 468,Contemporary Issues in International Relations,LAW,1,5,11,10,1,1,6,0,0,0,0,34,14.7%   32.4%   29.4%   2.9%   20.6%,1,1,2022,330
IRN 468,Contemporary Issues in International Relations,LAW,0,2,0,0,0,0,0,0,0,0,0,2,100%   0%   0%   0%   0%,0,1,2022,94
IRN 498,Pre-research/Field internship,LAW,0,0,2,2,1,0,2,0,0,0,0,7,0%   28.6%   28.6%   14.3%   28.6%,0,1,2022,94
JUR 101,Introduction to Journalism,LAW,0,18,16,8,3,0,2,0,0,0,0,47,38.3%   34%   17%   6.4%   4.3%,1,1,2022,106
JUR 106,History of Journalism,LAW,1,18,22,2,0,0,2,0,0,0,0,44,40.9%   50%   4.5%   0%   4.5%,1,1,2022,428
JUR 135,Photojournalism,LAW,0,33,6,1,0,0,3,0,0,0,0,43,76.7%   14%   2.3%   0%   7%,0,1,2022,102
JUR 227,Mediadesign,LAW,1,6,24,2,3,0,0,0,0,0,0,35,17.1%   68.6%   5.7%   8.6%   0%,0,1,2022,110
JUR 227,Mediadesign,LAW,0,9,4,2,3,1,0,0,0,0,0,19,47.4%   21.1%   10.5%   15.8%   5.3%,1,1,2022,106
JUR 241,Language and style of mass media,LAW,0,7,6,2,1,1,1,0,0,0,0,18,38.9%   33.3%   11.1%   5.6%   11.1%,1,1,2022,103
JUR 241,Language and style of mass media,LAW,1,18,14,2,0,0,0,0,0,0,0,34,52.9%   41.2%   5.9%   0%   0%,1,1,2022,428
JUR 262,News literacy,LAW,0,17,21,12,2,0,0,0,0,0,0,52,32.7%   40.4%   23.1%   3.8%   0%,0,1,2022,107
JUR 264,Journalism law,LAW,0,16,22,7,2,2,5,0,0,0,0,54,29.6%   40.7%   13%   3.7%   13%,1,1,2022,103
JUR 341,Media management,LAW,0,8,16,3,5,0,0,0,0,0,0,32,25%   50%   9.4%   15.6%   0%,0,1,2022,109
JUR 352,Theory of Mass-communication,LAW,1,5,6,10,6,4,5,0,0,0,0,36,13.9%   16.7%   27.8%   16.7%   25%,1,1,2022,108
JUR 360,Video journalism,LAW,0,13,15,0,0,1,6,0,0,0,0,35,37.1%   42.9%   0%   0%   20%,1,1,2022,104
JUR 371,Editing foundamentals,LAW,0,9,1,1,1,0,2,0,0,0,0,14,64.3%   7.1%   7.1%   7.1%   14.3%,0,1,2022,107
JUR 371,Editing foundamentals,LAW,0,5,7,4,2,3,1,0,0,0,0,22,22.7%   31.8%   18.2%   9.1%   18.2%,1,1,2022,106
JUR 378,Video editing techniques,LAW,0,19,12,3,0,2,0,0,0,0,0,36,52.8%   33.3%   8.3%   0%   5.6%,0,1,2022,102
JUR 382,Multimedia journalism,LAW,0,13,10,6,5,0,1,0,0,0,0,35,37.1%   28.6%   17.1%   14.3%   2.9%,0,1,2022,107
JUR 401,Data journalism,LAW,0,0,0,0,0,0,1,0,0,0,0,1,0%   0%   0%   0%   100%,0,1,2022,107
JUR 404,Media and Politics,LAW,0,11,10,8,2,1,1,0,0,0,0,33,33.3%   30.3%   24.2%   6.1%   6.1%,0,1,2022,109
JUR 418,Research methods,LAW,1,6,15,8,4,0,1,0,0,0,0,34,17.6%   44.1%   23.5%   11.8%   2.9%,1,1,2022,108
JUR 420,Media and Economics,LAW,1,12,11,7,0,0,0,0,0,0,0,30,40%   36.7%   23.3%   0%   0%,1,1,2022,428
JUR 447,Content Marketing,LAW,0,4,15,13,0,0,0,0,0,0,0,32,12.5%   46.9%   40.6%   0%   0%,1,1,2022,333
JUR 449,Writing and defense of Thesis,LAW,0,0,1,0,0,0,0,0,0,0,0,1,0%   100%   0%   0%   0%,0,1,2022,102
JUR 465,Industrial Project (Introduction),LAW,0,5,0,0,0,0,0,0,0,0,0,5,100%   0%   0%   0%   0%,0,1,2022,105
JUR 502,"Media, Law and Ethics",LAW,0,6,3,1,0,0,1,0,0,0,0,11,54.5%   27.3%   9.1%   0%   9.1%,1,1,2022,103
JUR 503,Methods of research in media and communications (qualitative and quantitative analysis),LAW,1,1,6,2,0,1,1,0,0,0,0,11,9.1%   54.5%   18.2%   0%   18.2%,1,1,2022,108
JUR 505,Theories and Concepts in Media and Communications,LAW,0,7,3,0,0,0,1,0,0,0,0,11,63.6%   27.3%   0%   0%   9.1%,1,1,2022,104
JUR 527,New technologies for journalism,LAW,0,13,1,0,0,0,2,0,0,0,0,16,81.3%   6.3%   0%   0%   12.5%,0,1,2022,107
JUR 607,"Media, Activism and Social Change",LAW,0,7,6,1,0,0,2,0,0,0,0,16,43.8%   37.5%   6.3%   0%   12.5%,0,1,2022,109
JUR 610,Media analysis,LAW,1,8,4,2,0,0,2,0,0,0,0,16,50%   25%   12.5%   0%   12.5%,1,1,2022,428
JUR 613,Political communications,LAW,0,9,4,1,0,0,2,0,0,0,0,16,56.3%   25%   6.3%   0%   12.5%,0,1,2022,109
JUR 637,Media Sociology,LAW,0,11,2,1,0,0,2,0,0,0,0,16,68.8%   12.5%   6.3%   0%   12.5%,1,1,2022,104
KZL 123,Fundamentals of Linguistics,PED,1,8,29,34,3,0,0,0,0,0,0,74,10.8%   39.2%   45.9%   4.1%   0%,1,1,2022,120
KZL 125,Phonetics and orthography of modern Kazakh language,PED,1,13,40,23,1,0,0,0,0,0,0,77,16.9%   51.9%   29.9%   1.3%   0%,1,1,2022,114
KZL 129,Introduction to Literature,PED,1,39,39,6,0,0,2,0,0,0,0,86,45.3%   45.3%   7%   0%   2.3%,0,1,2022,117
KZL 204,Historical grammar of the Kazakh language,PED,0,5,3,0,0,0,0,0,0,0,0,8,62.5%   37.5%   0%   0%   0%,1,1,2022,429
KZL 205,Lexicology and phraseology of modern Kazakh language,PED,1,8,11,6,4,0,0,0,0,0,0,29,27.6%   37.9%   20.7%   13.8%   0%,1,1,2022,120
KZL 320,Digital technologies in education,PED,1,3,2,4,1,0,0,0,0,0,0,10,30%   20%   40%   10%   0%,1,1,2022,112
KZL 339,Culture of speech and teacher's speaking skills,PED,1,1,3,1,2,0,0,0,0,0,0,7,14.3%   42.9%   14.3%   28.6%   0%,1,1,2022,377
KZL 343,Kazakh literature of the XIX century,PED,1,1,4,1,1,0,0,0,0,0,0,7,14.3%   57.1%   14.3%   14.3%   0%,1,1,2022,116
KZL 345,Foreign Literature,PED,0,3,1,3,2,0,0,0,0,0,0,9,33.3%   11.1%   33.3%   22.2%   0%,1,1,2022,122
KZL 349,Theory and Methods of Educational Work,PED,1,2,7,1,0,0,0,0,0,0,0,10,20%   70%   10%   0%   0%,1,1,2022,119
KZL 351,Educational practice (Theory and Methods of Educational Work),PED,1,3,6,0,0,0,0,0,0,0,0,9,33.3%   66.7%   0%   0%   0%,1,1,2022,119
KZL 353,The history of the formation of Kazakh literature,PED,0,19,8,3,0,0,0,0,0,0,0,30,63.3%   26.7%   10%   0%   0%,1,1,2022,122
KZL 423,Text linguistics and discourse,PED,1,6,9,9,4,0,1,0,0,0,0,29,20.7%   31%   31%   13.8%   3.4%,1,1,2022,120
KZL 429,Criteria-based assessment technology,PED,1,10,8,5,4,0,1,0,0,0,0,28,35.7%   28.6%   17.9%   14.3%   3.6%,1,1,2022,111
KZL 431,Methods of Teaching the Kazakh Language,PED,1,18,6,2,2,0,2,0,0,0,0,30,60%   20%   6.7%   6.7%   6.7%,1,1,2022,119
KZL 433,Educational practice (Methods of Teaching the Kazakh Language),PED,1,19,3,2,2,0,2,0,0,0,0,28,67.9%   10.7%   7.1%   7.1%   7.1%,1,1,2022,119
KZL 437,Methods of Teaching Kazakh Literature,PED,1,5,15,9,0,0,1,0,0,0,0,30,16.7%   50%   30%   0%   3.3%,1,1,2022,118
KZL 439,Educational practice (Methods of Teaching Kazakh Literature),PED,1,7,14,6,0,0,1,0,0,0,0,28,25%   50%   21.4%   0%   3.6%,1,1,2022,118
KZL 441,Methods of Kazakh language teaching as a second and foreign language,PED,1,14,8,4,0,0,2,0,0,0,0,28,50%   28.6%   14.3%   0%   7.1%,1,1,2022,119
KZL 539,Functional linguistics,PED,1,4,5,2,0,0,0,0,0,0,0,11,36.4%   45.5%   18.2%   0%   0%,1,1,2022,115
KZL 550,Methods of teaching the Kazakh language at the university,PED,1,9,1,1,0,0,1,0,0,0,0,12,75%   8.3%   8.3%   0%   8.3%,1,1,2022,119
KZL 551,Psychology of Management,PED,0,11,0,0,0,0,0,0,0,0,0,11,100%   0%   0%   0%   0%,1,1,2022,239
KZL 557,New genres in literature and modern literary criticism,PED,1,9,2,0,0,0,0,0,0,0,0,11,81.8%   18.2%   0%   0%   0%,1,1,2022,116
KZL 563,Digital literacy in science and education,PED,1,6,13,5,0,0,1,0,0,0,0,25,24%   52%   20%   0%   4%,1,1,2022,112
KZL 619,Discourse and Intercultural Communication,PED,1,3,14,6,1,0,1,0,0,0,0,25,12%   56%   24%   4%   4%,1,1,2022,120
KZL 621,Methodological foundations of teaching Kazakh literature,PED,1,4,17,3,0,0,0,0,0,0,0,24,16.7%   70.8%   12.5%   0%   0%,1,1,2022,118
KZL 627,The theoretical foundations of periodization of the history of the formation of language,PED,1,5,13,6,0,0,1,0,0,0,0,25,20%   52%   24%   0%   4%,1,1,2022,120
KZL 629,Analysis and interpretation of poetic texts,PED,1,5,14,5,0,0,1,0,0,0,0,25,20%   56%   20%   0%   4%,1,1,2022,111
KZL 713,Fundamental and applied linguistics,PED,1,0,1,0,0,0,0,0,0,0,0,1,0%   100%   0%   0%   0%,1,1,2022,115
KZL 725,Methods of teaching the Kazakh language in higher educational institutions,PED,1,1,0,0,0,0,0,0,0,0,0,1,100%   0%   0%   0%   0%,1,1,2022,119
KZL 740,Scientific Research Methods,PED,1,1,0,0,0,0,0,0,0,0,0,1,100%   0%   0%   0%   0%,1,1,2022,118
KZL 811,Research practice,PED,1,0,1,0,0,0,0,0,0,0,0,1,0%   100%   0%   0%   0%,1,1,2022,119
KZP 244,Professional oriented foreign language,PED,0,18,10,2,1,0,0,0,0,0,0,31,58.1%   32.3%   6.5%   3.2%   0%,1,1,2022,430
KZP 437,Modern Kazakh literature,PED,1,11,8,9,1,0,1,0,0,0,0,30,36.7%   26.7%   30%   3.3%   3.3%,1,1,2022,116
LAW 121,Fundamentals of civil law,LAW,0,1,6,15,16,3,2,0,0,0,0,43,2.3%   14%   34.9%   37.2%   11.6%,0,1,2022,123
LAW 121,Fundamentals of civil law,LAW,1,0,10,9,4,0,3,0,0,0,0,26,0%   38.5%   34.6%   15.4%   11.5%,1,1,2022,124
LAW 127,Introduction to law,LAW,1,1,9,0,0,0,2,0,0,0,0,12,8.3%   75%   0%   0%   16.7%,0,1,2022,131
LAW 127,Introduction to law,LAW,0,2,2,2,1,0,0,0,0,0,1,8,25%   25%   25%   12.5%   0%,0,1,2022,127
LAW 127,Introduction to law,LAW,0,4,8,13,9,0,0,0,0,0,0,34,11.8%   23.5%   38.2%   26.5%   0%,0,1,2022,126
LAW 128,Fundamentals of legal thinking and methodology,LAW,0,4,8,14,11,0,1,0,0,0,0,38,10.5%   21.1%   36.8%   28.9%   2.6%,0,1,2022,123
LAW 128,Fundamentals of legal thinking and methodology,LAW,1,1,8,5,6,1,4,0,0,0,0,25,4%   32%   20%   24%   20%,1,1,2022,431
LAW 205,Criminal Law of the Republic of Kazakhstan (general part)-I,LAW,1,6,19,30,12,2,10,0,0,0,0,79,7.6%   24.1%   38%   15.2%   15.2%,0,1,2022,128
LAW 270,Educational practice,LAW,0,34,0,0,0,0,3,0,0,0,0,37,91.9%   0%   0%   0%   8.1%,1,1,2022,432
LAW 270,Educational practice,LAW,0,6,20,3,8,0,0,0,0,0,0,37,16.2%   54.1%   8.1%   21.6%   0%,0,1,2022,123
LAW 271,Law of Obligation 1,LAW,0,6,5,8,13,4,4,0,0,0,0,40,15%   12.5%   20%   32.5%   20%,0,1,2022,123
LAW 271,Law of Obligation 1,LAW,1,1,9,3,14,2,8,0,0,0,1,38,2.6%   23.7%   7.9%   36.8%   26.3%,1,1,2022,431
LAW 301,International Public Law,LAW,0,3,14,15,19,3,21,0,0,0,3,78,3.8%   17.9%   19.2%   24.4%   30.8%,1,1,2022,132
LAW 351,Criminology,LAW,1,25,10,6,0,1,5,0,0,0,0,47,53.2%   21.3%   12.8%   0%   12.8%,0,1,2022,128
LAW 351,Criminology,LAW,0,5,0,0,0,0,0,0,0,0,0,5,100%   0%   0%   0%   0%,1,1,2022,125
LAW 356,Execution of judgment,LAW,0,6,0,0,0,0,0,0,0,0,0,6,100%   0%   0%   0%   0%,1,1,2022,125
LAW 356,Execution of judgment,LAW,0,11,8,10,0,0,3,0,0,0,0,32,34.4%   25%   31.3%   0%   9.4%,0,1,2022,433
LAW 356,Execution of judgment,LAW,1,3,9,12,4,1,4,0,0,0,0,33,9.1%   27.3%   36.4%   12.1%   15.2%,0,1,2022,133
LAW 381,International contract law,LAW,0,2,6,7,2,2,0,0,0,0,0,19,10.5%   31.6%   36.8%   10.5%   10.5%,1,1,2022,132
LAW 381,International contract law,LAW,0,1,0,0,0,0,0,0,0,0,0,1,100%   0%   0%   0%   0%,1,1,2022,125
LAW 383,International Criminal Law,LAW,1,1,9,7,1,0,0,0,0,0,0,18,5.6%   50%   38.9%   5.6%   0%,0,1,2022,434
LAW 385,Civil procedural law of RK 1,LAW,1,2,9,18,18,14,5,0,0,0,0,66,3%   13.6%   27.3%   27.3%   28.8%,1,1,2022,135
LAW 385,Civil procedural law of RK 1,LAW,1,3,16,8,2,1,1,0,0,0,0,31,9.7%   51.6%   25.8%   6.5%   6.5%,0,1,2022,133
LAW 386,Labour relations and labour disputes,LAW,1,11,11,20,14,3,5,0,0,0,0,64,17.2%   17.2%   31.3%   21.9%   12.5%,1,1,2022,135
LAW 386,Labour relations and labour disputes,LAW,1,13,15,0,0,0,3,0,0,0,0,31,41.9%   48.4%   0%   0%   9.7%,1,1,2022,124
LAW 387,Administrative offences and responsibility,LAW,1,45,24,5,0,0,2,0,0,0,1,77,58.4%   31.2%   6.5%   0%   2.6%,1,1,2022,124
LAW 393,Criminal Procedure Law of the RK,LAW,1,20,50,11,4,4,5,0,0,0,0,94,21.3%   53.2%   11.7%   4.3%   9.6%,1,1,2022,311
LAW 405,International arbitration,LAW,0,6,0,0,0,0,0,0,0,0,0,6,100%   0%   0%   0%   0%,1,1,2022,125
LAW 405,International arbitration,LAW,1,9,4,6,9,2,5,0,0,0,0,35,25.7%   11.4%   17.1%   25.7%   20%,1,1,2022,431
LAW 405,International arbitration,LAW,1,3,5,5,13,7,6,0,0,0,0,39,7.7%   12.8%   12.8%   33.3%   33.3%,0,1,2022,133
LAW 477,Professional ethics of a lawyer,LAW,0,6,0,0,0,0,0,0,0,0,0,6,100%   0%   0%   0%   0%,1,1,2022,125
LAW 477,Professional ethics of a lawyer,LAW,0,19,7,4,0,0,3,0,0,0,0,33,57.6%   21.2%   12.1%   0%   9.1%,1,1,2022,435
LAW 477,Professional ethics of a lawyer,LAW,0,15,13,1,0,0,3,0,0,0,0,32,46.9%   40.6%   3.1%   0%   9.4%,0,1,2022,433
LAW 479,Selected cases from the practice of international law firms,LAW,0,44,14,3,3,0,4,0,0,0,0,68,64.7%   20.6%   4.4%   4.4%   5.9%,1,1,2022,125
LAW 522,Actual problems of the law of obligations,LAW,1,5,0,2,0,0,1,0,0,0,0,8,62.5%   0%   25%   0%   12.5%,0,1,2022,133
LAW 537,Actual problems of international commercial arbitration,LAW,1,7,0,3,0,0,1,0,0,0,0,11,63.6%   0%   27.3%   0%   9.1%,0,1,2022,133
LAW 550,Copyright in the digital age,LAW,1,4,2,0,0,0,0,0,0,0,0,6,66.7%   33.3%   0%   0%   0%,0,1,2022,131
LAW 556,Legal aspects of e-сommerce,LAW,0,10,4,0,0,0,1,0,0,0,0,15,66.7%   26.7%   0%   0%   6.7%,1,1,2022,436
LAW 619,"Scientific research work of the doctoral student, including internship and doctoral dissertation",LAW,1,0,0,0,0,0,0,5,0,0,0,5,0%   0%   0%   0%   0%,1,1,2022,135
LAW 644,Patent law and Means of individualization,LAW,0,9,1,0,0,0,1,0,0,0,0,11,81.8%   9.1%   0%   0%   9.1%,1,1,2022,315
LAW 649,Introduction to IT,LAW,0,1,3,0,0,0,0,0,0,0,0,4,25%   75%   0%   0%   0%,0,1,2022,143
LAW 666,Contract law,LAW,1,2,1,0,0,0,0,0,0,0,0,3,66.7%   33.3%   0%   0%   0%,0,1,2022,133
LAW 703,Methods of scientific research,LAW,1,3,0,0,0,0,0,0,0,0,0,3,100%   0%   0%   0%   0%,1,1,2022,129
MAN 308,Human Resource Management,BS,1,29,8,8,7,0,0,0,0,0,0,52,55.8%   15.4%   15.4%   13.5%   0%,0,1,2022,46
MAN 312,Leadership,BS,1,15,24,11,8,2,4,0,0,0,0,64,23.4%   37.5%   17.2%   12.5%   9.4%,0,1,2022,437
MAN 312,Leadership,BS,0,18,18,21,2,1,6,0,0,0,0,66,27.3%   27.3%   31.8%   3%   10.6%,1,1,2022,145
MAN 329,Production Management,BS,0,16,14,14,5,0,2,0,0,0,0,51,31.4%   27.5%   27.5%   9.8%   3.9%,0,1,2022,438
MAN 332,Negotiation and conflict management,BS,1,20,6,4,2,0,1,0,0,0,0,33,60.6%   18.2%   12.1%   6.1%   3%,1,1,2022,146
MAN 405,Logistics and Transportation Management,BS,0,9,1,3,3,0,2,0,0,0,0,18,50%   5.6%   16.7%   16.7%   11.1%,0,1,2022,438
MAN 413,Data Analysis in Business and Economics,BS,1,51,23,27,12,2,25,0,0,0,0,140,36.4%   16.4%   19.3%   8.6%   19.3%,0,1,2022,66
MAN 423,Business Communication,PED,0,5,4,0,1,0,0,0,0,0,1,11,45.5%   36.4%   0%   9.1%   0%,1,1,2022,148
MAN 503,Strategic Management,BS,1,2,7,5,5,0,1,0,0,0,0,20,10%   35%   25%   25%   5%,0,1,2022,149
MAN 507,Human resources policy and practice in health care,BS,1,4,3,0,0,0,1,0,0,0,0,8,50%   37.5%   0%   0%   12.5%,1,1,2022,146
MAN 512,Quality management in healthcare,BS,1,7,0,0,0,0,1,0,0,0,0,8,87.5%   0%   0%   0%   12.5%,1,1,2022,146
MAN 519,Ethics and law in health care,BS,1,7,0,0,0,0,1,0,0,0,0,8,87.5%   0%   0%   0%   12.5%,1,1,2022,146
MAN 524,Human resources policy and practice in health care,BS,1,4,7,0,0,0,1,0,0,0,0,12,33.3%   58.3%   0%   0%   8.3%,1,1,2022,146
MAN 555,Strategic management,BS,1,4,1,1,1,0,2,0,0,0,0,9,44.4%   11.1%   11.1%   11.1%   22.2%,0,1,2022,150
MAN 561,"Experimental-research work of a Master student -1, including internship and Master's thesis",BS,1,9,2,0,0,0,1,0,0,0,0,12,75%   16.7%   0%   0%   8.3%,1,1,2022,146
MAN 564,"Experimental-research work of a Master student-1, including internship and Master's project",BS,1,0,0,0,0,0,0,7,1,0,0,8,0%   0%   0%   0%   0%,1,1,2022,146
MAN 633,Leadership and Teamwork,BS,1,8,2,0,0,0,1,0,0,0,0,11,72.7%   18.2%   0%   0%   9.1%,0,1,2022,150
MAN 701,Management of innovation and change,BS,1,2,1,0,0,1,0,0,0,0,0,4,50%   25%   0%   0%   25%,1,1,2022,146
MAN 815,Research Methods,BS,1,1,3,1,0,0,3,0,0,0,0,8,12.5%   37.5%   12.5%   0%   37.5%,0,1,2022,439
MAN 899,Pedagogical practice in Higher Education,BS,1,1,2,0,0,0,0,0,0,0,0,3,33.3%   66.7%   0%   0%   0%,1,1,2022,146
MAR 201,Principles of Marketing,BS,0,17,31,49,34,17,25,0,0,0,3,176,9.7%   17.6%   27.8%   19.3%   23.9%,1,1,2022,342
MAR 201,Principles of Marketing,BS,0,29,36,31,15,4,9,0,0,0,0,124,23.4%   29%   25%   12.1%   10.5%,1,1,2022,48
MAR 218,Consumer Behaviour,BS,1,0,14,16,8,7,3,0,0,0,0,48,0%   29.2%   33.3%   16.7%   20.8%,0,1,2022,363
MAR 305,Marketing Research,BS,0,15,15,4,5,0,5,0,0,0,0,44,34.1%   34.1%   9.1%   11.4%   11.4%,0,1,2022,440
MAR 307,Sales Management,BS,0,39,23,10,0,0,10,0,0,0,0,82,47.6%   28%   12.2%   0%   12.2%,1,1,2022,152
MAR 310,Creativity and Media Skills,BS,0,35,3,0,0,0,2,0,0,0,0,40,87.5%   7.5%   0%   0%   5%,0,1,2022,441
MAR 317,Introduction to Digital Marketing,BS,0,15,7,0,0,0,3,0,0,0,0,25,60%   28%   0%   0%   12%,0,1,2022,440
MAR 317,Introduction to Digital Marketing,BS,1,27,7,8,0,0,2,0,0,0,0,44,61.4%   15.9%   18.2%   0%   4.5%,1,1,2022,442
MAR 401,Neuromarketing,BS,0,26,9,7,11,1,5,0,0,0,0,59,44.1%   15.3%   11.9%   18.6%   10.2%,0,1,2022,147
MAR 413,Service Marketing,BS,0,58,22,9,0,0,9,0,0,0,0,98,59.2%   22.4%   9.2%   0%   9.2%,0,1,2022,144
MAT 106,Information and Communication Technologies (in English),ENG,0,0,35,126,86,21,15,0,0,0,0,283,0%   12.4%   44.5%   30.4%   12.7%,0,1,2022,70
MAT 108,Algebra,ENG,1,12,22,51,32,28,44,0,0,0,0,189,6.3%   11.6%   27%   16.9%   38.1%,0,1,2022,334
MAT 117,Linear Algebra and Analytic Geometry,ENG,1,0,0,2,0,0,0,0,0,0,0,2,0%   0%   100%   0%   0%,0,1,2022,154
MAT 123,Linear Algebra,ENG,1,5,23,65,105,49,32,0,0,0,8,287,1.7%   8%   22.6%   36.6%   28.2%,0,1,2022,154
MAT 136,Mathematical analysis 1,ENG,1,15,36,85,78,18,21,0,0,0,1,254,5.9%   14.2%   33.5%   30.7%   15.4%,0,1,2022,166
MAT 151,Linear Algebra,ENG,0,7,55,67,33,5,23,0,0,0,0,190,3.7%   28.9%   35.3%   17.4%   14.7%,0,1,2022,347
MAT 153,Mathematics for Computer Science 1,ENG,0,4,12,14,16,7,22,0,0,0,1,76,5.3%   15.8%   18.4%   21.1%   38.2%,0,1,2022,410
MAT 153,Mathematics for Computer Science 1,ENG,0,26,45,6,4,1,7,0,0,0,1,90,28.9%   50%   6.7%   4.4%   8.9%,0,1,2022,347
MAT 156,Discrete Mathematics,ENG,0,27,106,122,73,41,41,0,0,0,5,415,6.5%   25.5%   29.4%   17.6%   19.8%,0,1,2022,375
MAT 201,Discrete mathematics,ENG,1,6,16,35,39,19,47,0,0,0,0,162,3.7%   9.9%   21.6%   24.1%   40.7%,0,1,2022,173
MAT 201,Discrete mathematics,ENG,0,1,7,8,7,2,7,0,0,0,0,32,3.1%   21.9%   25%   21.9%   28.1%,1,1,2022,164
MAT 203,Mathematical analysis 3,ENG,1,8,24,34,25,24,18,0,0,0,3,136,5.9%   17.6%   25%   18.4%   30.9%,0,1,2022,411
MAT 205,Ordinary differential equations,ENG,1,5,7,8,0,2,1,0,0,0,0,23,21.7%   30.4%   34.8%   0%   13%,1,1,2022,155
MAT 205,Ordinary differential equations,ENG,1,4,7,50,37,24,30,0,0,0,0,152,2.6%   4.6%   32.9%   24.3%   35.5%,0,1,2022,167
MAT 213,Introduction to Real Analysis,ENG,1,3,8,44,10,1,22,0,0,0,4,92,3.3%   8.7%   47.8%   10.9%   25%,0,1,2022,177
MAT 218,Introduction to Numerical Analysis,ENG,1,9,7,20,23,4,12,0,0,0,0,75,12%   9.3%   26.7%   30.7%   21.3%,0,1,2022,170
MAT 251,Probability and Mathematical Statictics,ENG,1,5,19,43,30,10,32,0,0,0,4,143,3.5%   13.3%   30.1%   21%   29.4%,1,1,2022,388
MAT 251,Probability and Mathematical Statictics,ENG,0,8,24,32,30,20,13,0,0,0,0,127,6.3%   18.9%   25.2%   23.6%   26%,1,1,2022,443
MAT 251,Probability and Mathematical Statictics,ENG,1,5,23,23,47,20,46,0,0,0,3,167,3%   13.8%   13.8%   28.1%   39.5%,1,1,2022,172
MAT 315,Differential geometry and topology,ENG,1,1,0,2,6,1,12,0,0,0,1,23,4.3%   0%   8.7%   26.1%   56.5%,0,1,2022,391
MAT 320,Introduction to Partial Differential Equations,ENG,1,6,47,20,7,2,7,0,0,0,1,90,6.7%   52.2%   22.2%   7.8%   10%,1,1,2022,444
MAT 325,Topics in Algebra,ENG,1,1,4,4,10,1,11,0,0,0,0,31,3.2%   12.9%   12.9%   32.3%   38.7%,0,1,2022,445
MAT 364,Cryptography,ENG,0,3,7,23,14,7,16,0,0,0,0,70,4.3%   10%   32.9%   20%   32.9%,1,1,2022,165
MAT 370,Methods of Scientific research,ENG,1,16,8,6,0,0,1,0,0,0,0,31,51.6%   25.8%   19.4%   0%   3.2%,0,1,2022,173
MAT 370,Methods of Scientific research,ENG,0,4,0,0,0,0,0,0,0,0,0,4,100%   0%   0%   0%   0%,0,1,2022,368
MAT 402,Graduation thesis,ENG,1,0,4,0,0,0,0,0,0,0,0,4,0%   100%   0%   0%   0%,1,1,2022,4
MAT 423,Variation theory and methods of optimization,ENG,0,11,4,0,0,0,1,0,0,0,0,16,68.8%   25%   0%   0%   6.3%,1,1,2022,169
MAT 423,Variation theory and methods of optimization,ENG,1,0,0,2,5,2,9,0,0,0,0,18,0%   0%   11.1%   27.8%   61.1%,0,1,2022,391
MAT 442,Mathematical Statistics & Theory of Probability 2,ENG,1,11,18,20,12,2,6,0,0,0,0,69,15.9%   26.1%   29%   17.4%   11.6%,1,1,2022,172
MAT 443,Graph Theory,ENG,1,0,4,10,4,1,5,0,0,0,0,24,0%   16.7%   41.7%   16.7%   25%,1,1,2022,444
MAT 445,Game theory,ENG,1,0,2,4,12,0,9,0,0,0,0,27,0%   7.4%   14.8%   44.4%   33.3%,0,1,2022,446
MAT 460,Theory of interest rates and random processes in life insurance,ENG,0,4,6,4,0,0,0,0,0,0,0,14,28.6%   42.9%   28.6%   0%   0%,0,1,2022,176
MAT 489,Mathematical modelling of economic processes,ENG,0,10,5,0,0,0,0,0,0,0,0,15,66.7%   33.3%   0%   0%   0%,0,1,2022,176
MAT 517,Advanced probability and statistics,ENG,1,3,1,1,1,0,4,0,0,0,1,11,27.3%   9.1%   9.1%   9.1%   36.4%,1,1,2022,4
MAT 519,Geometric and functional inequalities on Lie groups,ENG,1,2,3,3,0,0,0,0,0,0,0,8,25%   37.5%   37.5%   0%   0%,0,1,2022,174
MAT 521,Algebraic structures,ENG,1,3,4,4,0,0,5,0,0,0,0,16,18.8%   25%   25%   0%   31.3%,0,1,2022,447
MAT 547,Selected topics of differential equations,ENG,1,3,4,1,0,0,0,0,0,0,0,8,37.5%   50%   12.5%   0%   0%,0,1,2022,178
MAT 599,Research Tools and Methods,ENG,1,7,3,1,0,0,6,0,0,0,0,17,41.2%   17.6%   5.9%   0%   35.3%,0,1,2022,174
MAT 621,Methods of mathematical modeling and computational technology,ENG,1,3,8,0,0,0,1,0,0,0,0,12,25%   66.7%   0%   0%   8.3%,0,1,2022,178
MAT 665,Representation Theory,ENG,1,3,3,2,0,0,0,0,0,0,0,8,37.5%   37.5%   25%   0%   0%,0,1,2022,175
MAT 670,Research work for the Master's Degree including an internship and a Master's Thesis 1,ENG,1,0,0,0,0,0,0,11,6,0,0,17,0%   0%   0%   0%   0%,1,1,2022,4
